"percentile","temperature_C","rr_cumulative","rr_low_95","rr_high_95"
"p01",-5.7,1.2932193910538,1.1829279852102,1.4137939200926
"p10",1.72857142857143,1.2306513259481,1.16083588733322,1.30466563153648
"p50",15.1428571428571,1.05944246282376,1.0170316928616,1.10362178476066
"p90",25.8857142857143,1.0052057888715,0.993294001935517,1.017260424418
"p99",29.4,1.05106740624437,0.980152446222947,1.1271131309486
