"temperature_C","rr_cumulative","rr_low_95","rr_high_95"
3,1.21572157316893,1.14868853311154,1.28666640335029
3.1,1.21452088445009,1.14769514487762,1.28523762198429
3.2,1.21331346834386,1.1466947960681,1.2838024359336
3.3,1.21209947067598,1.14568774284372,1.28236086664095
3.4,1.21087903688385,1.14467423289316,1.28091294433953
3.5,1.20965231200932,1.14365450565292,1.27945870778004
3.6,1.20841944069151,1.14262879252821,1.27799820395751
3.7,1.20718056715988,1.14159731711446,1.27653148783839
3.8,1.20593583522741,1.14056029541893,1.27505862208843
3.9,1.20468538828405,1.139517936082,1.27357967680173
4,1.20342936929018,1.13847044059785,1.2720947292313
4.1,1.20216792077038,1.13741800353411,1.27060386352152
4.2,1.20090118480727,1.13636081275025,1.26910717044277
4.3,1.19962930303557,1.13529904961441,1.26760474712841
4.4,1.19835241663626,1.13423288921855,1.26609669681449
4.5,1.19707066633099,1.13316250059155,1.26458312858224
4.6,1.19578419237659,1.13208804691026,1.26306415710356
4.7,1.19449313455971,1.13100968570832,1.2615399023897
4.8,1.19319763219174,1.12992756908253,1.26001048954315
4.9,1.19189782410374,1.12884184389681,1.25847604851287
5,1.19059384864166,1.12775265198366,1.25693671385302
5.1,1.18928584366163,1.12666013034295,1.2553926244851
5.2,1.18797394652543,1.12556441133809,1.25384392346366
5.3,1.18665829409616,1.12446562288961,1.25229075774551
5.4,1.18533902273398,1.12336388866595,1.25073327796258
5.5,1.1840162682921,1.12225932827166,1.24917163819822
5.6,1.18269016611285,1.12115205743289,1.24760599576722
5.7,1.18136085102393,1.12004218818023,1.24603651099919
5.8,1.18002845733485,1.11892982902886,1.24446334702562
5.9,1.17869311883341,1.11781508515619,1.24288666957031
6,1.17735496878249,1.11669805857687,1.24130664674331
6.1,1.17601413991684,1.1155788483152,1.23972344883827
6.2,1.17467076444012,1.11445755057515,1.23813724813314
6.3,1.17332497402201,1.11333425890787,1.2365482186942
6.4,1.17197689979556,1.11220906437673,1.23495653618336
6.5,1.1706266723546,1.11108205572007,1.23336237766876
6.6,1.16927442175131,1.10995331951159,1.23176592143846
6.7,1.16792027749401,1.10882294031841,1.23016734681733
6.8,1.16656436854496,1.1076910008569,1.22856683398705
6.9,1.16520682331845,1.10655758214633,1.22696456380914
7,1.16384776967889,1.10542276366026,1.22536071765103
7.1,1.16248733493916,1.10428662347586,1.2237554772151
7.2,1.16112564585902,1.10314923842102,1.22214902437069
7.3,1.15976282864369,1.10201068421944,1.22054154098907
7.4,1.15839900894257,1.10087103563356,1.21893320878122
7.5,1.15703431184807,1.09973036660547,1.21732420913863
7.6,1.15566886189462,1.09858875039573,1.21571472297683
7.7,1.15430278305775,1.09744625972009,1.21410493058193
7.8,1.15293619875338,1.09630296688424,1.21249501145995
7.9,1.15156923183717,1.09515894391641,1.21088514418897
8,1.15020200460408,1.09401426269786,1.20927550627429
8.1,1.14883463878795,1.09286899509133,1.20766627400636
8.2,1.14746725556131,1.09172321306733,1.2060576223217
8.3,1.14609997553529,1.09057698882823,1.2044497246667
