"percentile","temperature_C","rr_cumulative","rr_low_95","rr_high_95"
"p01",-5.7,1.27461771303479,1.19368080268268,1.36104250879364
"p10",1.72857142857143,1.2308954601688,1.17869994547012,1.28540231098412
"p50",15.1428571428571,1.07630517819067,1.04140346017763,1.11237659648495
"p90",25.8857142857143,1.00112958924864,0.99647690019594,1.00580400235276
"p99",29.4,1.03448029487791,0.981956891980364,1.08981309590124
