"cluster","period","temperature_c","or_cumulative","or_low_95","or_high_95","centering_temp_c","temp_lower_bound_c","temp_upper_bound_c"
"cluster_1","2018-2021",20.0617950937951,1.02380436343115,0.968989496624944,1.08172005809303,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",20.381062049062,1.02045425976873,0.968133133788981,1.07560299295274,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",20.700329004329,1.01736834089569,0.967470297461389,1.06983991526434,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",21.0195959595959,1.01454156716113,0.967012041203979,1.06440721277497,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",21.3388629148629,1.01196912838083,0.966774531999677,1.05927647336515,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",21.6581298701299,1.00964643438717,0.966778865859489,1.05441477722464,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",21.9773968253968,1.00756910599707,0.967050731079482,1.0497851567999,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",22.2966637806638,1.00573296637529,0.967619949946719,1.04534719412279,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",22.6159307359307,1.00413403277146,0.968519942693778,1.04105771220931,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",22.9351976911977,1.00276850861034,0.969787163609406,1.03687151118615,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",23.2544646464646,1.00163277591611,0.971460557866443,1.03274210122624,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",23.5737316017316,1.00072338805212,0.973581080045419,1.02862239203312,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",23.8929985569985,1.00003706275895,0.976191303905742,1.02446531011929,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",24.2122655122655,0.999570675474076,0.979335140390088,1.02022432777172,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",24.5315324675325,0.999321252917544,0.983057669407474,1.01585389912538,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",24.8507994227994,0.999285966928848,0.987405082043752,1.01130980775798,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",25.1700663780664,0.999462128540806,0.992424724017292,1.00654943615644,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",25.4893333333333,0.999847182277048,0.998165228260635,1.00153197046283,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",25.8086002886003,1.00043870066038,0.996218554661051,1.00467672389375,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",26.1278672438672,1.00123437891986,0.99057240752508,1.01201110985485,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",26.4471341991342,1.0022320298851,0.984558913879475,1.02022238341196,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",26.7664011544011,1.00342272108273,0.978183150037964,1.02931353616753,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",27.0856681096681,1.00476530872471,0.971628451930991,1.03903227989084,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",27.404935064935,1.00620901822926,0.965127553206358,1.04903915031987,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",27.724202020202,1.00770282230975,0.958901917638187,1.05898732645374,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",28.043468975469,1.00919540375696,0.953152976508469,1.068532951232,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",28.3627359307359,1.01063514299635,0.948052471453534,1.07734901074969,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",28.6820028860029,1.0119701319679,0.943729329568103,1.08514540759668,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",29.0012698412698,1.01315863406093,0.940206802369545,1.09177089038839,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",29.3205367965368,1.01419863076928,0.937280740994071,1.09742878271815,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",29.6398037518037,1.01509769064457,0.9346759947019,1.10243905630698,25.5833333333333,4.41771428571429,36.0251428571428
