"temperature_C","rr_cumulative","rr_low_95","rr_high_95","or_cumulative","or_low_95","or_high_95"
-4.5,1.2568985679409,1.19856132613894,1.31807524207465,1.2568985679409,1.19856132613894,1.31807524207465
-4.4,1.25651476844421,1.19866516506269,1.31715629129493,1.25651476844421,1.19866516506269,1.31715629129493
-4.3,1.25612616944483,1.19875737491671,1.31624045580848,1.25612616944483,1.19875737491671,1.31624045580848
-4.2,1.25573264211199,1.19883774339006,1.31532768063051,1.25573264211199,1.19883774339006,1.31532768063051
-4.1,1.255334057839,1.19890606246574,1.31441790654517,1.255334057839,1.19890606246574,1.31441790654517
-4,1.25493028824854,1.19896212863901,1.31351106990447,1.25493028824854,1.19896212863901,1.31351106990447
-3.9,1.2545212051979,1.19900574313608,1.31260710242701,1.2545212051979,1.19900574313608,1.31260710242701
-3.8,1.25410668078454,1.19903671213278,1.31170593099758,1.25410668078454,1.19903671213278,1.31170593099758
-3.7,1.2536865873516,1.19905484697195,1.31080747746818,1.2536865873516,1.19905484697195,1.31080747746818
-3.6,1.25326079749369,1.19905996437896,1.30991165846158,1.25326079749369,1.19905996437896,1.30991165846158
-3.5,1.25282918406271,1.19905188667434,1.30901838517812,1.25282918406271,1.19905188667434,1.30901838517812
-3.4,1.25239162017381,1.19903044198252,1.30812756320697,1.25239162017381,1.19903044198252,1.30812756320697
-3.3,1.25194797921153,1.19899546443571,1.3072390923426,1.25194797921153,1.19899546443571,1.3072390923426
-3.2,1.25149813483601,1.1989467943719,1.30635286640767,1.25149813483601,1.1989467943719,1.30635286640767
-3.1,1.25104196098936,1.1988842785259,1.30546877308334,1.25104196098936,1.1988842785259,1.30546877308334
-3,1.25057933190211,1.19880777021225,1.3045866937481,1.25057933190211,1.19880777021225,1.3045866937481
-2.9,1.25011012209985,1.19871712949915,1.30370650332614,1.25011012209985,1.19871712949915,1.30370650332614
-2.8,1.24963420640991,1.198612223372,1.30282807014649,1.24963420640991,1.198612223372,1.30282807014649
-2.7,1.24915145996829,1.19849292588571,1.30195125581384,1.24915145996829,1.19849292588571,1.30195125581384
-2.6,1.24866175822652,1.1983591183046,1.30107591509229,1.24866175822652,1.1983591183046,1.30107591509229
-2.5,1.24816497695886,1.19821068922887,1.30020189580293,1.24816497695886,1.19821068922887,1.30020189580293
-2.4,1.24766099226943,1.19804753470657,1.29932903873636,1.24766099226943,1.19804753470657,1.29932903873636
-2.3,1.2471496805996,1.19786955833021,1.29845717758103,1.2471496805996,1.19786955833021,1.29845717758103
-2.2,1.24663091873539,1.19767667131701,1.29758613886844,1.24663091873539,1.19767667131701,1.29758613886844
-2.1,1.24610458381509,1.19746879257193,1.29671574193588,1.24610458381509,1.19746879257193,1.29671574193588
-2,1.24557055333687,1.19724584873277,1.29584579890759,1.24557055333687,1.19724584873277,1.29584579890759
-1.9,1.24502870516667,1.19700777419664,1.29497611469511,1.24502870516667,1.19700777419664,1.29497611469511
-1.8,1.24447891754605,1.19675451112707,1.29410648701716,1.24447891754605,1.19675451112707,1.29410648701716
-1.7,1.24392106910023,1.19648600944148,1.29323670643985,1.24392106910023,1.19648600944148,1.29323670643985
-1.6,1.24335503884625,1.19620222677835,1.29236655643745,1.24335503884625,1.19620222677835,1.29236655643745
-1.5,1.2427807062012,1.19590312844405,1.291495813474,1.2427807062012,1.19590312844405,1.291495813474
-1.4,1.24219795099061,1.19558868733889,1.29062424710605,1.24219795099061,1.19558868733889,1.29062424710605
-1.3,1.24160665345689,1.19525888386263,1.28975162010643,1.24160665345689,1.19525888386263,1.28975162010643
-1.2,1.24100669426797,1.19491370579918,1.28887768860921,1.24100669426797,1.19491370579918,1.28887768860921
-1.1,1.24039795452591,1.19455314818099,1.28800220227534,1.24039795452591,1.19455314818099,1.28800220227534
-1,1.23978031577576,1.19417721313314,1.28712490447905,1.23978031577576,1.19417721313314,1.28712490447905
-0.899999999999999,1.23915366001446,1.19378590969778,1.28624553251425,1.23915366001446,1.19378590969778,1.28624553251425
-0.8,1.2385178696998,1.19337925363924,1.28536381782069,1.2385178696998,1.19337925363924,1.28536381782069
-0.699999999999999,1.23787282775959,1.19295726723063,1.28447948622897,1.23787282775959,1.19295726723063,1.28447948622897
-0.6,1.23721841760083,1.19251997902249,1.28359225822398,1.23721841760083,1.19251997902249,1.28359225822398
