"temperature_C","rr_cumulative","rr_low_95","rr_high_95","or_cumulative","or_low_95","or_high_95"
-0.5,1.23655452311903,1.19206742359444,1.28270184922556,1.23655452311903,1.19206742359444,1.28270184922556
-0.399999999999999,1.23588102870766,1.19159964129064,1.28180796988587,1.23588102870766,1.19159964129064,1.28180796988587
-0.3,1.23519781926759,1.19111667794015,1.28091032640219,1.23519781926759,1.19111667794015,1.28091032640219
-0.199999999999999,1.23450478021677,1.19061858456308,1.2800086208442,1.23450478021677,1.19061858456308,1.2800086208442
-0.0999999999999996,1.2338017974999,1.1901054170638,1.27910255149472,1.2338017974999,1.1901054170638,1.27910255149472
0,1.23308875759822,1.18957723591218,1.27819181320259,1.23308875759822,1.18957723591218,1.27819181320259
0.0999999999999996,1.2323655475394,1.18903410581417,1.27727609774672,1.2323655475394,1.18903410581417,1.27727609774672
0.200000000000001,1.23163205490756,1.18847609537278,1.27635509420997,1.23163205490756,1.18847609537278,1.27635509420997
0.300000000000001,1.23088816785329,1.18790327674072,1.2754284893617,1.23088816785329,1.18790327674072,1.2754284893617
0.4,1.23013377510385,1.18731572526584,1.27449596804795,1.23013377510385,1.18731572526584,1.27449596804795
0.5,1.22936876597338,1.18671351913061,1.27355721358776,1.22936876597338,1.18671351913061,1.27355721358776
0.6,1.22859303037327,1.18609673898659,1.27261190817492,1.22859303037327,1.18609673898659,1.27261190817492
0.700000000000001,1.22780645882256,1.18546546758526,1.2716597332836,1.22780645882256,1.18546546758526,1.2716597332836
0.800000000000001,1.22700894245843,1.18481978940596,1.27070037007721,1.22700894245843,1.18481978940596,1.27070037007721
0.9,1.2262003730468,1.18415979028215,1.26973349981919,1.2262003730468,1.18415979028215,1.26973349981919
1,1.22538064299297,1.18348555702681,1.26875880428496,1.22538064299297,1.18348555702681,1.26875880428496
1.1,1.22454964535235,1.18279717705784,1.26777596617414,1.22454964535235,1.18279717705784,1.26777596617414
1.2,1.2237072738413,1.18209473802432,1.26678466952224,1.2237072738413,1.18209473802432,1.26678466952224
1.3,1.22285342284801,1.18137832743414,1.26578460011106,1.22285342284801,1.18137832743414,1.26578460011106
1.4,1.22198800358082,1.18064804692116,1.26477546360194,1.22198800358082,1.18064804692116,1.26477546360194
1.5,1.22111108631561,1.17990413993792,1.26375714318736,1.22111108631561,1.17990413993792,1.26375714318736
1.6,1.22022283137628,1.17914692610633,1.2627296270267,1.22022283137628,1.17914692610633,1.2627296270267
1.7,1.21932340004277,1.17837671961283,1.26169291122821,1.21932340004277,1.17837671961283,1.26169291122821
1.8,1.21841295350379,1.17759382829412,1.26064699864838,1.21841295350379,1.17759382829412,1.26064699864838
1.9,1.21749165284325,1.17679855367569,1.2595918988115,1.21749165284325,1.17679855367569,1.2595918988115
2,1.21655965902691,1.17599119102015,1.25852762781988,1.21655965902691,1.17599119102015,1.25852762781988
2.1,1.21561713288922,1.17517202938465,1.25745420825544,1.21561713288922,1.17517202938465,1.25745420825544
2.2,1.2146642351204,1.17434135168668,1.2563716690735,1.2146642351204,1.17434135168668,1.2563716690735
2.3,1.21370112625359,1.17349943477737,1.25528004548949,1.21370112625359,1.17349943477737,1.25528004548949
2.4,1.21272796665235,1.17264654952186,1.25417937885923,1.21272796665235,1.17264654952186,1.25417937885923
2.5,1.21174491649825,1.17178296088575,1.25306971655351,1.21174491649825,1.17178296088575,1.25306971655351
2.6,1.21075213577868,1.17090892802728,1.25195111182762,1.21075213577868,1.17090892802728,1.25195111182762
2.7,1.2097497842749,1.17002470439447,1.25082362368629,1.2097497842749,1.17002470439447,1.25082362368629
2.8,1.20873802155022,1.16913053782671,1.24968731674486,1.20873802155022,1.16913053782671,1.24968731674486
2.9,1.20771700693841,1.16822667066029,1.24854226108695,1.20771700693841,1.16822667066029,1.24854226108695
3,1.20668689953234,1.16731333983725,1.2473885321194,1.20668689953234,1.16731333983725,1.2473885321194
3.1,1.20564785817274,1.16639077701727,1.24622621042468,1.20564785817274,1.16639077701727,1.24622621042468
3.2,1.20460004143722,1.16545920869196,1.24505538161146,1.20460004143722,1.16545920869196,1.24505538161146
3.3,1.20354360762945,1.16451885630131,1.24387613616359,1.20354360762945,1.16451885630131,1.24387613616359
3.4,1.20247871476858,1.16356993635182,1.24268856928795,1.20247871476858,1.16356993635182,1.24268856928795
3.5,1.2014055205788,1.16261266053596,1.24149278076143,1.2014055205788,1.16261266053596,1.24149278076143
3.6,1.20032418247914,1.16164723585276,1.2402888747775,1.20032418247914,1.16164723585276,1.2402888747775
3.7,1.19923485757343,1.16067386472907,1.23907695979255,1.19923485757343,1.16067386472907,1.23907695979255
3.8,1.1981377026405,1.15969274514134,1.23785714837226,1.1981377026405,1.15969274514134,1.23785714837226
3.9,1.19703287412455,1.15870407073764,1.23662955703839,1.19703287412455,1.15870407073764,1.23662955703839
4,1.19592052812568,1.15770803095975,1.23539430611597,1.19592052812568,1.15770803095975,1.23539430611597
4.1,1.19480082039072,1.15670481116496,1.23415151958138,1.19480082039072,1.15670481116496,1.23415151958138
