"state","week_end_date","mmwr_week_code","ckd_deaths","i99_deaths","deaths_diff","year","week","tmean_C_weekly","n_days_weather"
"Alabama",2018-01-06,"2018/01",34,17,17,2018,1,0.0285714285714285,7
"Alabama",2018-01-13,"2018/02",32,19,13,2018,2,9.77142857142857,7
"Alabama",2018-01-20,"2018/03",30,17,13,2018,3,1.28571428571429,7
"Alabama",2018-01-27,"2018/04",32,16,16,2018,4,10.1,7
"Alabama",2018-02-03,"2018/05",24,17,7,2018,5,9.02857142857143,7
"Alabama",2018-02-10,"2018/06",39,24,15,2018,6,12.5,7
"Alabama",2018-02-24,"2018/08",38,26,12,2018,8,20.5285714285714,7
"Alabama",2018-03-03,"2018/09",25,15,10,2018,9,15.5714285714286,7
"Alabama",2018-03-10,"2018/10",29,20,9,2018,10,11.7142857142857,7
"Alabama",2018-03-17,"2018/11",30,14,16,2018,11,11.5857142857143,7
"Alabama",2018-03-24,"2018/12",27,18,9,2018,12,14.8142857142857,7
"Alabama",2018-03-31,"2018/13",27,18,9,2018,13,16.4571428571429,7
"Alabama",2018-04-07,"2018/14",24,17,7,2018,14,16.5857142857143,7
"Alabama",2018-04-14,"2018/15",26,17,9,2018,15,16.4857142857143,7
"Alabama",2018-04-21,"2018/16",39,16,23,2018,16,14.9571428571429,7
"Alabama",2018-04-28,"2018/17",21,14,7,2018,17,17.1142857142857,7
"Alabama",2018-05-05,"2018/18",29,22,7,2018,18,20.1571428571429,7
"Alabama",2018-05-12,"2018/19",22,11,11,2018,19,23.1428571428571,7
"Alabama",2018-05-19,"2018/20",30,15,15,2018,20,25.7142857142857,7
"Alabama",2018-05-26,"2018/21",37,20,17,2018,21,24.2,7
"Alabama",2018-06-02,"2018/22",26,18,8,2018,22,24.7428571428571,7
"Alabama",2018-06-09,"2018/23",27,13,14,2018,23,25.4,7
"Alabama",2018-06-16,"2018/24",33,19,14,2018,24,25.4285714285714,7
"Alabama",2018-06-23,"2018/25",34,21,13,2018,25,27.9285714285714,7
"Alabama",2018-06-30,"2018/26",22,16,6,2018,26,28.6571428571429,7
"Alabama",2018-07-07,"2018/27",22,12,10,2018,27,28.8285714285714,7
"Alabama",2018-07-14,"2018/28",24,12,12,2018,28,29.1285714285714,7
"Alabama",2018-07-21,"2018/29",39,21,18,2018,29,27.6285714285714,7
"Alabama",2018-07-28,"2018/30",26,13,13,2018,30,28.4428571428571,7
"Alabama",2018-08-04,"2018/31",26,12,14,2018,31,26.1142857142857,7
"Alabama",2018-08-11,"2018/32",32,19,13,2018,32,27.3857142857143,7
"Alabama",2018-08-18,"2018/33",28,19,9,2018,33,27.6,7
"Alabama",2018-08-25,"2018/34",30,23,7,2018,34,26.0142857142857,7
"Alabama",2018-09-08,"2018/36",22,14,8,2018,36,27.8571428571429,7
"Alabama",2018-09-22,"2018/38",39,14,25,2018,38,29.9,7
"Alabama",2018-09-29,"2018/39",23,14,9,2018,39,25.9714285714286,7
"Alabama",2018-10-06,"2018/40",20,12,8,2018,40,26.8428571428571,7
"Alabama",2018-10-13,"2018/41",20,10,10,2018,41,24.0142857142857,7
"Alabama",2018-10-20,"2018/42",45,28,17,2018,42,22.6,7
"Alabama",2018-10-27,"2018/43",23,14,9,2018,43,15.8,7
"Alabama",2018-11-03,"2018/44",26,17,9,2018,44,17.3428571428571,7
"Alabama",2018-11-10,"2018/45",37,24,13,2018,45,16.9285714285714,7
"Alabama",2018-11-17,"2018/46",44,24,20,2018,46,8.81428571428571,7
"Alabama",2018-11-24,"2018/47",31,20,11,2018,47,10.4142857142857,7
"Alabama",2018-12-01,"2018/48",21,11,10,2018,48,10.5571428571429,7
"Alabama",2018-12-08,"2018/49",30,20,10,2018,49,8.92857142857143,7
"Alabama",2018-12-15,"2018/50",31,21,10,2018,50,8.81428571428571,7
"Alabama",2018-12-22,"2018/51",45,28,17,2018,51,9.4,7
"Alabama",2018-12-29,"2018/52",33,23,10,2018,52,12.1428571428571,7
"Alabama",2019-01-05,"2019/01",40,23,17,2019,1,15.5571428571429,7
"Alabama",2019-01-12,"2019/02",26,13,13,2019,2,9.94285714285714,7
"Alabama",2019-01-19,"2019/03",36,26,10,2019,3,9.12857142857143,7
"Alabama",2019-01-26,"2019/04",34,17,17,2019,4,6.28571428571429,7
"Alabama",2019-02-02,"2019/05",35,25,10,2019,5,6.74285714285714,7
"Alabama",2019-02-09,"2019/06",35,24,11,2019,6,15.5285714285714,7
"Alabama",2019-02-16,"2019/07",35,20,15,2019,7,13.3857142857143,7
"Alabama",2019-02-23,"2019/08",38,24,14,2019,8,17.3285714285714,7
"Alabama",2019-03-02,"2019/09",44,28,16,2019,9,15.5285714285714,7
"Alabama",2019-03-09,"2019/10",32,18,14,2019,10,9.92857142857143,7
"Alabama",2019-03-16,"2019/11",29,15,14,2019,11,16.5428571428571,7
"Alabama",2019-03-23,"2019/12",39,22,17,2019,12,11.5571428571429,7
"Alabama",2019-03-30,"2019/13",18,11,7,2019,13,15.1285714285714,7
"Alabama",2019-04-06,"2019/14",37,21,16,2019,14,14.9571428571429,7
"Alabama",2019-04-13,"2019/15",25,17,8,2019,15,21.5285714285714,7
"Alabama",2019-04-20,"2019/16",24,15,9,2019,16,17.0571428571429,7
"Alabama",2019-04-27,"2019/17",32,21,11,2019,17,18.6,7
"Alabama",2019-05-04,"2019/18",25,14,11,2019,18,23.1428571428571,7
"Alabama",2019-05-11,"2019/19",23,12,11,2019,19,22.8428571428571,7
"Alabama",2019-05-18,"2019/20",24,17,7,2019,20,21.5714285714286,7
"Alabama",2019-05-25,"2019/21",23,16,7,2019,21,26.7142857142857,7
"Alabama",2019-06-01,"2019/22",25,17,8,2019,22,28.2285714285714,7
"Alabama",2019-06-08,"2019/23",26,18,8,2019,23,26.5142857142857,7
"Alabama",2019-06-15,"2019/24",32,17,15,2019,24,24.2142857142857,7
"Alabama",2019-06-22,"2019/25",37,26,11,2019,25,26.7571428571429,7
"Alabama",2019-06-29,"2019/26",32,17,15,2019,26,28,7
"Alabama",2019-07-06,"2019/27",28,14,14,2019,27,29,7
"Alabama",2019-07-13,"2019/28",36,26,10,2019,28,28.4428571428571,7
"Alabama",2019-07-20,"2019/29",24,19,5,2019,29,27.9714285714286,7
"Alabama",2019-07-27,"2019/30",28,16,12,2019,30,26.8571428571429,7
"Alabama",2019-08-03,"2019/31",30,18,12,2019,31,28,7
"Alabama",2019-08-10,"2019/32",27,17,10,2019,32,28.3142857142857,7
"Alabama",2019-08-17,"2019/33",26,20,6,2019,33,30.7142857142857,7
"Alabama",2019-08-31,"2019/35",24,15,9,2019,35,25.6142857142857,7
"Alabama",2019-09-07,"2019/36",31,19,12,2019,36,28.1428571428571,7
"Alabama",2019-09-14,"2019/37",19,12,7,2019,37,29.3571428571429,7
"Alabama",2019-09-21,"2019/38",28,15,13,2019,38,27.9428571428571,7
"Alabama",2019-09-28,"2019/39",31,19,12,2019,39,28.4428571428571,7
"Alabama",2019-10-05,"2019/40",30,16,14,2019,40,29.9714285714286,7
"Alabama",2019-10-12,"2019/41",20,12,8,2019,41,24.8571428571429,7
"Alabama",2019-10-19,"2019/42",29,18,11,2019,42,18.3285714285714,7
"Alabama",2019-10-26,"2019/43",24,18,6,2019,43,19.0857142857143,7
"Alabama",2019-11-02,"2019/44",33,22,11,2019,44,15.3142857142857,7
"Alabama",2019-11-09,"2019/45",32,22,10,2019,45,14.0714285714286,7
"Alabama",2019-11-16,"2019/46",41,20,21,2019,46,8.11428571428571,7
"Alabama",2019-11-23,"2019/47",31,20,11,2019,47,12.6285714285714,7
"Alabama",2019-11-30,"2019/48",31,18,13,2019,48,13.6428571428571,7
"Alabama",2019-12-07,"2019/49",35,16,19,2019,49,10.1285714285714,7
"Alabama",2019-12-14,"2019/50",44,25,19,2019,50,11.8142857142857,7
"Alabama",2019-12-28,"2019/52",24,12,12,2019,52,14.0571428571429,7
"Alabama",2020-01-04,"2020/01",28,17,11,2020,1,13.6142857142857,7
"Alabama",2020-01-11,"2020/02",30,17,13,2020,2,12.2142857142857,7
"Alabama",2020-01-18,"2020/03",35,20,15,2020,3,16.5857142857143,7
"Alabama",2020-01-25,"2020/04",37,25,12,2020,4,5.81428571428571,7
"Alabama",2020-02-01,"2020/05",31,17,14,2020,5,8.92857142857143,7
"Alabama",2020-02-08,"2020/06",39,19,20,2020,6,12.6571428571429,7
"Alabama",2020-02-15,"2020/07",21,10,11,2020,7,13.7285714285714,7
"Alabama",2020-02-29,"2020/09",34,13,21,2020,9,9.88571428571429,7
"Alabama",2020-03-07,"2020/10",35,24,11,2020,10,13.2714285714286,7
"Alabama",2020-03-14,"2020/11",44,24,20,2020,11,17.3142857142857,7
"Alabama",2020-03-21,"2020/12",29,14,15,2020,12,20.8857142857143,7
"Alabama",2020-03-28,"2020/13",30,19,11,2020,13,21.1714285714286,7
"Alabama",2020-04-04,"2020/14",25,14,11,2020,14,17.7,7
"Alabama",2020-04-11,"2020/15",33,23,10,2020,15,20.5142857142857,7
"Alabama",2020-04-18,"2020/16",28,11,17,2020,16,17.6142857142857,7
"Alabama",2020-04-25,"2020/17",33,19,14,2020,17,18.4571428571429,7
"Alabama",2020-05-02,"2020/18",36,23,13,2020,18,17.7285714285714,7
"Alabama",2020-05-09,"2020/19",25,19,6,2020,19,19.2285714285714,7
"Alabama",2020-05-16,"2020/20",41,23,18,2020,20,21.8285714285714,7
"Alabama",2020-05-23,"2020/21",32,21,11,2020,21,23.0428571428571,7
"Alabama",2020-05-30,"2020/22",27,19,8,2020,22,24.7285714285714,7
"Alabama",2020-06-06,"2020/23",35,20,15,2020,23,26.4,7
"Alabama",2020-06-13,"2020/24",33,17,16,2020,24,26.1,7
"Alabama",2020-06-20,"2020/25",37,20,17,2020,25,25.3714285714286,7
"Alabama",2020-06-27,"2020/26",34,23,11,2020,26,25.9,7
"Alabama",2020-07-04,"2020/27",31,20,11,2020,27,27.8285714285714,7
"Alabama",2020-07-11,"2020/28",40,24,16,2020,28,27.6857142857143,7
"Alabama",2020-07-18,"2020/29",34,15,19,2020,29,29.0714285714286,7
"Alabama",2020-07-25,"2020/30",32,20,12,2020,30,29.1714285714286,7
"Alabama",2020-08-01,"2020/31",42,19,23,2020,31,27.6714285714286,7
"Alabama",2020-08-08,"2020/32",39,28,11,2020,32,28.6714285714286,7
"Alabama",2020-08-15,"2020/33",34,19,15,2020,33,28.5142857142857,7
"Alabama",2020-08-22,"2020/34",52,30,22,2020,34,27.2142857142857,7
"Alabama",2020-08-29,"2020/35",37,23,14,2020,35,26.9857142857143,7
"Alabama",2020-09-05,"2020/36",31,16,15,2020,36,28.6857142857143,7
"Alabama",2020-09-12,"2020/37",27,18,9,2020,37,27.8,7
"Alabama",2020-09-19,"2020/38",34,20,14,2020,38,24.6857142857143,7
"Alabama",2020-09-26,"2020/39",28,12,16,2020,39,20.8571428571429,7
"Alabama",2020-10-03,"2020/40",30,16,14,2020,40,19.4714285714286,7
"Alabama",2020-10-10,"2020/41",36,21,15,2020,41,21.8571428571429,7
"Alabama",2020-10-17,"2020/42",44,29,15,2020,42,20.1,7
"Alabama",2020-10-24,"2020/43",36,22,14,2020,43,21.4428571428571,7
"Alabama",2020-10-31,"2020/44",31,16,15,2020,44,20.0285714285714,7
"Alabama",2020-11-07,"2020/45",46,33,13,2020,45,15.1,7
"Alabama",2020-11-14,"2020/46",30,16,14,2020,46,20.5714285714286,7
"Alabama",2020-11-21,"2020/47",33,20,13,2020,47,13.6428571428571,7
"Alabama",2020-11-28,"2020/48",55,33,22,2020,48,16.1142857142857,7
"Alabama",2020-12-05,"2020/49",35,22,13,2020,49,8.12857142857143,7
"Alabama",2020-12-12,"2020/50",43,29,14,2020,50,10.0571428571429,7
"Alabama",2020-12-19,"2020/51",55,35,20,2020,51,8.27142857142857,7
"Alabama",2020-12-26,"2020/52",48,23,25,2020,52,7.5,7
"Alabama",2021-01-02,"2020/53",53,32,21,2020,53,12.6142857142857,7
"Alabama",2021-01-09,"2021/01",55,33,22,2021,1,7.07142857142857,7
"Alabama",2021-01-16,"2021/02",57,37,20,2021,2,5.48571428571429,7
"Alabama",2021-01-23,"2021/03",61,42,19,2021,3,9.68571428571429,7
"Alabama",2021-01-30,"2021/04",51,21,30,2021,4,12.2571428571429,7
"Alabama",2021-02-06,"2021/05",42,24,18,2021,5,8.21428571428571,7
"Alabama",2021-02-13,"2021/06",42,26,16,2021,6,11.8714285714286,7
"Alabama",2021-02-20,"2021/07",39,25,14,2021,7,5.42857142857143,7
"Alabama",2021-02-27,"2021/08",26,15,11,2021,8,14.4428571428571,7
"Alabama",2021-03-06,"2021/09",36,17,19,2021,9,13.5285714285714,7
"Alabama",2021-03-13,"2021/10",41,24,17,2021,10,14.4571428571429,7
"Alabama",2021-03-20,"2021/11",29,15,14,2021,11,17.7,7
"Alabama",2021-03-27,"2021/12",39,30,9,2021,12,18.8857142857143,7
"Alabama",2021-04-03,"2021/13",26,14,12,2021,13,13.9142857142857,7
"Alabama",2021-04-10,"2021/14",44,27,17,2021,14,18.2714285714286,7
"Alabama",2021-04-17,"2021/15",36,20,16,2021,15,18.2714285714286,7
"Alabama",2021-04-24,"2021/16",32,23,9,2021,16,16.1,7
"Alabama",2021-05-01,"2021/17",62,38,24,2021,17,20.6,7
"Alabama",2021-05-08,"2021/18",52,36,16,2021,18,20.7142857142857,7
"Alabama",2021-05-15,"2021/19",36,14,22,2021,19,19.6142857142857,7
"Alabama",2021-05-22,"2021/20",20,12,8,2021,20,23.2,7
"Alabama",2021-05-29,"2021/21",31,22,9,2021,21,25.4571428571429,7
"Alabama",2021-06-05,"2021/22",34,20,14,2021,22,24.0857142857143,7
"Alabama",2021-06-12,"2021/23",28,17,11,2021,23,25.2714285714286,7
"Alabama",2021-06-19,"2021/24",38,17,21,2021,24,25.9857142857143,7
"Alabama",2021-06-26,"2021/25",32,25,7,2021,25,25.2571428571429,7
"Alabama",2021-07-03,"2021/26",33,23,10,2021,26,26.3285714285714,7
"Alabama",2021-07-10,"2021/27",39,20,19,2021,27,26.1428571428571,7
"Alabama",2021-07-17,"2021/28",35,19,16,2021,28,26.9285714285714,7
"Alabama",2021-07-24,"2021/29",37,18,19,2021,29,26.3,7
"Alabama",2021-07-31,"2021/30",31,16,15,2021,30,29.9714285714286,7
"Alabama",2021-08-07,"2021/31",39,19,20,2021,31,28.1285714285714,7
"Alabama",2021-08-14,"2021/32",35,19,16,2021,32,28.3714285714286,7
"Alabama",2021-08-21,"2021/33",54,36,18,2021,33,27.4714285714286,7
"Alabama",2021-08-28,"2021/34",39,24,15,2021,34,28.9285714285714,7
"Alabama",2021-09-04,"2021/35",51,31,20,2021,35,26.1714285714286,7
"Alabama",2021-09-11,"2021/36",31,18,13,2021,36,25.5285714285714,7
"Alabama",2021-09-18,"2021/37",38,25,13,2021,37,25.0857142857143,7
"Alabama",2021-09-25,"2021/38",52,29,23,2021,38,22.0285714285714,7
"Alabama",2021-10-02,"2021/39",29,21,8,2021,39,23.9714285714286,7
"Alabama",2021-10-09,"2021/40",32,17,15,2021,40,22.8857142857143,7
"Alabama",2021-10-16,"2021/41",37,24,13,2021,41,22.4142857142857,7
"Alabama",2021-10-23,"2021/42",38,23,15,2021,42,17.7285714285714,7
"Alabama",2021-10-30,"2021/43",36,20,16,2021,43,17.1,7
"Alabama",2021-11-06,"2021/44",37,21,16,2021,44,13.5571428571429,7
"Alabama",2021-11-13,"2021/45",38,16,22,2021,45,13.8571428571429,7
"Alabama",2021-11-20,"2021/46",35,19,16,2021,46,12.5142857142857,7
"Alabama",2021-11-27,"2021/47",30,20,10,2021,47,10.4285714285714,7
"Alabama",2021-12-04,"2021/48",37,25,12,2021,48,12.0142857142857,7
"Alabama",2021-12-11,"2021/49",44,27,17,2021,49,15.4714285714286,7
"Alabama",2021-12-18,"2021/50",30,16,14,2021,50,13.7,7
"Alabama",2021-12-25,"2021/51",33,16,17,2021,51,10.1142857142857,7
"Alabama",2022-01-01,"2021/52",37,23,14,2021,52,20.8857142857143,7
"Alabama",2022-01-08,"2022/01",41,23,18,2022,1,8,7
"Alabama",2022-01-15,"2022/02",45,29,16,2022,2,8.81428571428571,7
"Alabama",2022-01-22,"2022/03",35,19,16,2022,3,5.4,7
"Alabama",2022-01-29,"2022/04",61,35,26,2022,4,5.35714285714286,7
"Alabama",2022-02-05,"2022/05",42,26,16,2022,5,9.8,7
"Alabama",2022-02-12,"2022/06",47,27,20,2022,6,8.74285714285714,7
"Alabama",2022-02-19,"2022/07",47,31,16,2022,7,10.2571428571429,7
"Alabama",2022-02-26,"2022/08",40,26,14,2022,8,15.3857142857143,7
"Alabama",2022-03-05,"2022/09",42,20,22,2022,9,13.9857142857143,7
"Alabama",2022-03-12,"2022/10",48,26,22,2022,10,14.8571428571429,7
"Alabama",2022-03-19,"2022/11",31,14,17,2022,11,13.1428571428571,7
"Alabama",2022-03-26,"2022/12",34,16,18,2022,12,15.2,7
"Alabama",2022-04-02,"2022/13",35,18,17,2022,13,16.2285714285714,7
"Alabama",2022-04-09,"2022/14",34,18,16,2022,14,15.8714285714286,7
"Alabama",2022-04-16,"2022/15",33,17,16,2022,15,19.1,7
"Alabama",2022-04-23,"2022/16",31,15,16,2022,16,18.8142857142857,7
"Alabama",2022-04-30,"2022/17",32,20,12,2022,17,21.4428571428571,7
"Alabama",2022-05-07,"2022/18",27,21,6,2022,18,24.4571428571429,7
"Alabama",2022-05-14,"2022/19",33,16,17,2022,19,23.1857142857143,7
"Alabama",2022-05-21,"2022/20",39,17,22,2022,20,26.0571428571429,7
"Alabama",2022-05-28,"2022/21",34,20,14,2022,21,23,7
"Alabama",2022-06-04,"2022/22",26,17,9,2022,22,25.6428571428571,7
"Alabama",2022-06-11,"2022/23",25,12,13,2022,23,27.0714285714286,7
"Alabama",2022-06-18,"2022/24",27,19,8,2022,24,28.9428571428571,7
"Alabama",2022-06-25,"2022/25",30,21,9,2022,25,29.5,7
"Alabama",2022-07-02,"2022/26",38,26,12,2022,26,27.4571428571429,7
"Alabama",2022-07-09,"2022/27",24,14,10,2022,27,29.1285714285714,7
"Alabama",2022-07-16,"2022/28",29,17,12,2022,28,27.1428571428571,7
"Alabama",2022-07-23,"2022/29",32,21,11,2022,29,28.4857142857143,7
"Alabama",2022-07-30,"2022/30",28,22,6,2022,30,28.7285714285714,7
"Alabama",2022-08-06,"2022/31",36,26,10,2022,31,28.5285714285714,7
"Alabama",2022-08-13,"2022/32",29,16,13,2022,32,26.8571428571429,7
"Alabama",2022-08-20,"2022/33",36,23,13,2022,33,27.3857142857143,7
"Alabama",2022-08-27,"2022/34",30,16,14,2022,34,25.0714285714286,7
"Alabama",2022-09-03,"2022/35",34,17,17,2022,35,26.7857142857143,7
"Alabama",2022-09-10,"2022/36",40,19,21,2022,36,25.5142857142857,7
"Alabama",2022-09-17,"2022/37",33,17,16,2022,37,23.7285714285714,7
"Alabama",2022-09-24,"2022/38",39,15,24,2022,38,25.4142857142857,7
"Alabama",2022-10-01,"2022/39",27,13,14,2022,39,21.3142857142857,7
"Alabama",2022-10-08,"2022/40",45,22,23,2022,40,20.7857142857143,7
"Alabama",2022-10-15,"2022/41",28,12,16,2022,41,19.4142857142857,7
"Alabama",2022-10-22,"2022/42",32,19,13,2022,42,14.1714285714286,7
"Alabama",2022-10-29,"2022/43",41,19,22,2022,43,17.5142857142857,7
"Alabama",2022-11-05,"2022/44",21,12,9,2022,44,18.5428571428571,7
"Alabama",2022-11-12,"2022/45",27,16,11,2022,45,19.5285714285714,7
"Alabama",2022-11-19,"2022/46",35,19,16,2022,46,7.84285714285714,7
"Alabama",2022-11-26,"2022/47",23,15,8,2022,47,12.5571428571429,7
"Alabama",2022-12-03,"2022/48",39,18,21,2022,48,14.0857142857143,7
"Alabama",2022-12-10,"2022/49",33,20,13,2022,49,18.9571428571429,7
"Alabama",2022-12-17,"2022/50",24,12,12,2022,50,12.9857142857143,7
"Alabama",2022-12-24,"2022/51",39,30,9,2022,51,3.62857142857143,7
"Alabama",2022-12-31,"2022/52",42,27,15,2022,52,7.97142857142857,7
"Alabama",2023-01-07,"2023/01",34,25,9,2023,1,14.8714285714286,7
"Alabama",2023-01-14,"2023/02",25,14,11,2023,2,10.9285714285714,7
"Alabama",2023-01-21,"2023/03",43,26,17,2023,3,12.5428571428571,7
"Alabama",2023-01-28,"2023/04",43,25,18,2023,4,8.3,7
"Alabama",2023-02-04,"2023/05",31,22,9,2023,5,11.7857142857143,7
"Alabama",2023-02-11,"2023/06",43,27,16,2023,6,13.7,7
"Alabama",2023-02-18,"2023/07",34,20,14,2023,7,12.3,7
"Alabama",2023-02-25,"2023/08",44,21,23,2023,8,19.0714285714286,7
"Alabama",2023-03-04,"2023/09",31,18,13,2023,9,20.7285714285714,7
"Alabama",2023-03-11,"2023/10",34,18,16,2023,10,17.5571428571429,7
"Alabama",2023-03-25,"2023/12",39,19,20,2023,12,13.8428571428571,7
"Alabama",2023-04-01,"2023/13",40,22,18,2023,13,18.7571428571429,7
"Alabama",2023-04-08,"2023/14",24,10,14,2023,14,19.8857142857143,7
"Alabama",2023-04-15,"2023/15",31,20,11,2023,15,17.0428571428571,7
"Alabama",2023-04-22,"2023/16",37,25,12,2023,16,18.9714285714286,7
"Alabama",2023-04-29,"2023/17",38,19,19,2023,17,19.0142857142857,7
"Alabama",2023-05-06,"2023/18",32,16,16,2023,18,18.0857142857143,7
"Alabama",2023-05-13,"2023/19",33,20,13,2023,19,24.0285714285714,7
"Alabama",2023-05-20,"2023/20",29,19,10,2023,20,24.3428571428571,7
"Alabama",2023-05-27,"2023/21",43,26,17,2023,21,21.5428571428571,7
"Alabama",2023-06-03,"2023/22",29,15,14,2023,22,23.1142857142857,7
"Alabama",2023-06-10,"2023/23",24,18,6,2023,23,25.8142857142857,7
"Alabama",2023-06-17,"2023/24",34,20,14,2023,24,24.6142857142857,7
"Alabama",2023-06-24,"2023/25",43,19,24,2023,25,24.5714285714286,7
"Alabama",2023-07-01,"2023/26",37,20,17,2023,26,29.0428571428571,7
"Alabama",2023-07-08,"2023/27",44,18,26,2023,27,28.2142857142857,7
"Alabama",2023-07-15,"2023/28",33,23,10,2023,28,27.6142857142857,7
"Alabama",2023-07-22,"2023/29",36,21,15,2023,29,29.1142857142857,7
"Alabama",2023-07-29,"2023/30",29,18,11,2023,30,28.7,7
"Alabama",2023-08-05,"2023/31",31,14,17,2023,31,28.2571428571429,7
"Alabama",2023-08-12,"2023/32",25,12,13,2023,32,27.7571428571429,7
"Alabama",2023-08-19,"2023/33",32,19,13,2023,33,27.9857142857143,7
"Alabama",2023-08-26,"2023/34",26,15,11,2023,34,30.6857142857143,7
"Alabama",2023-09-02,"2023/35",24,14,10,2023,35,27.1714285714286,7
"Alabama",2023-09-09,"2023/36",30,21,9,2023,36,26.9571428571429,7
"Alabama",2023-09-16,"2023/37",35,24,11,2023,37,26.2285714285714,7
"Alabama",2023-09-23,"2023/38",25,12,13,2023,38,24.0571428571429,7
"Alabama",2023-09-30,"2023/39",33,20,13,2023,39,24.7571428571429,7
"Alabama",2023-10-07,"2023/40",26,13,13,2023,40,23.4714285714286,7
"Alabama",2023-10-14,"2023/41",37,20,17,2023,41,18.3857142857143,7
"Alabama",2023-10-21,"2023/42",41,20,21,2023,42,16.0285714285714,7
"Alabama",2023-10-28,"2023/43",38,22,16,2023,43,20.5857142857143,7
"Alabama",2023-11-04,"2023/44",39,21,18,2023,44,14,7
"Alabama",2023-11-11,"2023/45",23,13,10,2023,45,17.6571428571429,7
"Alabama",2023-11-18,"2023/46",33,16,17,2023,46,15.6428571428571,7
"Alabama",2023-11-25,"2023/47",38,21,17,2023,47,13,7
"Alabama",2023-12-02,"2023/48",38,26,12,2023,48,10.8714285714286,7
"Alabama",2023-12-09,"2023/49",32,16,16,2023,49,12.2285714285714,7
"Alabama",2023-12-16,"2023/50",38,23,15,2023,50,9.44285714285714,7
"Alabama",2023-12-23,"2023/51",40,25,15,2023,51,8.38571428571429,7
"Alabama",2023-12-30,"2023/52",43,29,14,2023,52,10.2571428571429,7
"Alabama",2024-01-06,"2024/01",37,24,13,2024,1,6.3,7
"Alabama",2024-01-13,"2024/02",46,25,21,2024,2,8.68571428571429,7
"Alabama",2024-01-20,"2024/03",41,26,15,2024,3,2.67142857142857,7
"Alabama",2024-01-27,"2024/04",35,19,16,2024,4,12.7428571428571,7
"Alabama",2024-02-03,"2024/05",33,19,14,2024,5,9.04285714285714,7
"Alabama",2024-02-10,"2024/06",33,16,17,2024,6,11.6,7
"Alabama",2024-02-17,"2024/07",31,17,14,2024,7,12.2571428571429,7
"Alabama",2024-02-24,"2024/08",46,34,12,2024,8,11.2571428571429,7
"Alabama",2024-03-02,"2024/09",35,18,17,2024,9,14.7,7
"Alabama",2024-03-09,"2024/10",30,14,16,2024,10,17.9857142857143,7
"Alabama",2024-03-16,"2024/11",35,24,11,2024,11,14.8857142857143,7
"Alabama",2024-03-23,"2024/12",32,20,12,2024,12,13,7
"Alabama",2024-03-30,"2024/13",40,25,15,2024,13,15.5428571428571,7
"Alabama",2024-04-06,"2024/14",33,20,13,2024,14,16.6857142857143,7
"Alabama",2024-04-13,"2024/15",40,22,18,2024,15,17.5285714285714,7
"Alabama",2024-04-20,"2024/16",37,21,16,2024,16,21.1571428571429,7
"Alabama",2024-04-27,"2024/17",32,23,9,2024,17,18.5571428571429,7
"Alabama",2024-05-04,"2024/18",34,19,15,2024,18,23.2,7
"Alabama",2024-05-11,"2024/19",39,24,15,2024,19,24.5571428571429,7
"Alabama",2024-05-18,"2024/20",25,15,10,2024,20,22.2142857142857,7
"Alabama",2024-05-25,"2024/21",42,24,18,2024,21,24.4285714285714,7
"Alabama",2024-06-01,"2024/22",39,16,23,2024,22,24.7,7
"Alabama",2024-06-08,"2024/23",27,13,14,2024,23,24.9285714285714,7
"Alabama",2024-06-15,"2024/24",39,23,16,2024,24,27.0714285714286,7
"Alabama",2024-06-22,"2024/25",37,19,18,2024,25,28.0428571428571,7
"Alabama",2024-06-29,"2024/26",31,21,10,2024,26,28.6,7
"Alabama",2024-07-06,"2024/27",41,28,13,2024,27,28.7571428571429,7
"Alabama",2024-07-13,"2024/28",36,18,18,2024,28,27.9571428571429,7
"Alabama",2024-07-20,"2024/29",30,17,13,2024,29,27.5857142857143,7
"Alabama",2024-07-27,"2024/30",38,20,18,2024,30,25.7857142857143,7
"Alabama",2024-08-03,"2024/31",32,21,11,2024,31,27.9571428571429,7
"Alabama",2024-08-10,"2024/32",26,15,11,2024,32,28.9428571428571,7
"Alabama",2024-08-17,"2024/33",34,19,15,2024,33,28.9428571428571,7
"Alabama",2024-08-24,"2024/34",35,13,22,2024,34,26.1857142857143,7
"Alabama",2024-08-31,"2024/35",50,26,24,2024,35,28.6,7
"Alabama",2024-09-07,"2024/36",29,18,11,2024,36,27.0714285714286,7
"Alabama",2024-09-14,"2024/37",24,15,9,2024,37,24.0142857142857,7
"Alabama",2024-09-21,"2024/38",35,17,18,2024,38,24.6571428571429,7
"Alabama",2024-09-28,"2024/39",32,16,16,2024,39,24.7,7
"Alabama",2024-10-05,"2024/40",29,14,15,2024,40,23.6857142857143,7
"Alabama",2024-10-12,"2024/41",33,21,12,2024,41,21.2428571428571,7
"Alabama",2024-10-19,"2024/42",27,15,12,2024,42,16.1,7
"Alabama",2024-10-26,"2024/43",39,20,19,2024,43,19.4142857142857,7
"Alabama",2024-11-02,"2024/44",31,18,13,2024,44,21.6571428571429,7
"Alabama",2024-11-09,"2024/45",39,18,21,2024,45,22.8857142857143,7
"Alabama",2024-11-16,"2024/46",29,16,13,2024,46,18.7285714285714,7
"Alabama",2024-11-23,"2024/47",30,18,12,2024,47,14.2857142857143,7
