"state","date","temp","deaths","Ni","rr_i","ac_i"
"Connecticut",2024-01-27,0.3,32,27.625,1.0063902453689,0.175409617817831
"Connecticut",2024-02-03,0.314285714285714,23,26.375,1.00640301560855,0.167805078140992
"Connecticut",2024-02-10,1.62857142857143,26,26.625,1.00757857114587,0.200261758772196
"Connecticut",2024-02-17,-0.328571428571428,28,26,1.00582851521597,0.150663252555204
"Connecticut",2024-02-24,-1.3,34,25.625,1.00496100344473,0.126498155485965
"Connecticut",2024-03-02,3.01428571428571,31,24.875,1.0088195027097,0.217467177542221
"Connecticut",2024-03-09,7.02857142857143,30,23.125,1.01242299966637,0.283756757184913
"Connecticut",2024-03-16,7.25714285714286,17,21.75,1.01262856787245,0.271245903918026
"Connecticut",2024-03-23,3.4,22,22.5,1.00916518848185,0.204343890569535
"Connecticut",2024-03-30,5.22857142857143,25,22.25,1.0108056076779,0.237854607262743
"Connecticut",2024-04-06,5.44285714285714,21,22,1.01099801877098,0.239324319602303
"Connecticut",2024-04-13,10.8285714285714,25,21.625,1.01584599773913,0.337324458501876
"Connecticut",2024-04-20,10.5285714285714,28,20.25,1.01557534079123,0.310563518386189
"Connecticut",2024-04-27,8.05714285714286,17,20.25,1.01334838534992,0.26674419897815
"Connecticut",2024-05-04,14.3571428571429,19,20.375,1.01903485780252,0.380590737163471
"Connecticut",2024-05-11,13.9285714285714,23,21.125,1.01864701341692,0.386707223644664
"Connecticut",2024-05-18,14.6571428571429,20,21.875,1.01930643673255,0.414329085253602
"Connecticut",2024-05-25,19.3285714285714,23,21.375,1.02354465890624,0.491690401334076
"Connecticut",2024-06-01,18.7714285714286,18,22.5,1.02303825876177,0.506687621602014
"Connecticut",2024-06-08,20.8428571428571,14,23.625,1.02492229540397,0.574472066379172
"Connecticut",2024-06-15,19.2714285714286,28,25.25,1.02349270889574,0.579575110268622
"Connecticut",2024-06-22,23.3857142857143,18,24.75,1.02723985744711,0.65630871595213
"Connecticut",2024-06-29,22.8714285714286,25,25.125,1.02677071465772,0.655077317821116
"Connecticut",2024-07-06,23.2571428571429,29,24.25,1.02712255165767,0.640353847393318
"Connecticut",2024-07-13,25.9142857142857,16,22.375,1.02954959586687,0.642195587444711
"Connecticut",2024-07-20,24.9571428571429,32,22.375,1.02867467786953,0.623711199598694
"Connecticut",2024-07-27,23.2,27,21.25,1.02707042005121,0.560084698047798
"Connecticut",2024-08-03,24.1571428571429,27,19.625,1.0279439735802,0.533492578979162
"Connecticut",2024-08-10,22.7571428571429,24,19.25,1.02666648980481,0.499996769973736
"Connecticut",2024-08-17,21.5,21,19.625,1.02552071444001,0.488380209032326
"Connecticut",2024-08-24,19.2857142857143,18,19.5,1.02350569615117,0.447834415256685
"Connecticut",2024-08-31,21.2285714285714,14,19.375,1.02527349901783,0.477603336026475
"Connecticut",2024-09-07,19.1428571428571,16,20,1.02337583101241,0.456837660300955
"Connecticut",2024-09-14,18.3,23,21.5,1.02260996202655,0.475366172462669
"Connecticut",2024-09-21,19.2142857142857,14,20.25,1.02344076152195,0.463803513271923
"Connecticut",2024-09-28,17.0714285714286,24,21.625,1.02149463711799,0.45504059520865
"Connecticut",2024-10-05,16.3571428571429,27,21.375,1.02084675169869,0.436499716356013
"Connecticut",2024-10-12,13.6,20,21.75,1.0183497660247,0.391915846944466
"Connecticut",2024-10-19,9.41428571428571,17,22.625,1.0145706747562,0.324927109132302
"Connecticut",2024-10-26,14.3285714285714,19,23.875,1.0190089969166,0.445373694203974
"Connecticut",2024-11-02,12.7714285714286,28,24.5,1.01760057074604,0.423755642119928
"Connecticut",2024-11-09,11.1857142857143,13,24.625,1.01616830244226,0.391809552299308
"Connecticut",2024-11-16,7.45714285714286,25,26.125,1.01280847429212,0.330389604130843
"Connecticut",2024-11-23,8.35714285714286,22,26.75,1.01361844880078,0.359399047888151
"Connecticut",2024-11-30,4.12857142857143,30,27.125,1.0098184737179,0.263736608637701
"Connecticut",2024-12-07,-0.8,27,27.875,1.00540742336962,0.149921238817906
"Connecticut",2024-12-14,2.58571428571429,27,27.5,1.00843554628543,0.230037034794906
"Connecticut",2024-12-21,1.72857142857143,24,26.5,1.00766807178239,0.201657577453985
"Connecticut",2024-12-28,-4.28571428571429,29,27,1.00229936158148,0.0619403394629631
"Connecticut",2025-01-04,4.05714285714286,25,27.125,1.00975440745192,0.262032332001418
"Connecticut",2025-01-11,-3.72857142857143,30,26.875,1.00279549604875,0.0749195190905157
"Connecticut",2025-01-18,-1.35714285714286,25,27,1.00490999664768,0.131922172064666
"Connecticut",2025-02-01,-1.78571428571429,36,26.875,1.00452752818033,0.121128905314139
"Connecticut",2025-02-08,-1.94285714285714,24,25.25,1.00438732621795,0.110296082110577
"Connecticut",2025-02-15,-2.82857142857143,19,24.25,1.00359746286657,0.0869257623123369
"Connecticut",2025-02-22,-6.01428571428571,28,25.75,1.00076163423704,0.0195971557389123
"Connecticut",2025-03-01,2.74285714285714,30,24,1.00857631333697,0.204081255295706
"Connecticut",2025-03-08,1.87142857142857,23,22.875,1.00779594362575,0.176952697187309
"Connecticut",2025-03-15,5.87142857142857,31,22.5,1.01138295084291,0.253233845549795
"Connecticut",2025-03-22,8.12857142857143,24,21.25,1.01341267964437,0.281247164326783
"Connecticut",2025-03-29,5.47142857142857,23,20.25,1.01102367635056,0.220795468316462
"Connecticut",2025-04-05,9.3,16,19.875,1.01446768829794,0.28344451798565
"Connecticut",2025-04-12,4.41428571428571,31,19.75,1.01007477943277,0.196992240424878
"Connecticut",2025-04-19,10.6571428571429,14,18.75,1.01569132779482,0.289667134198806
"Connecticut",2025-04-26,15.0142857142857,21,20.375,1.01962983935383,0.392258015014384
"Connecticut",2025-05-03,15.7857142857143,20,20.375,1.02032873924023,0.405945697783679
"Connecticut",2025-05-10,15.5285714285714,21,20.25,1.02009571939906,0.398921699299575
"Connecticut",2025-05-17,17.1,16,20.25,1.02152056108565,0.426610465403909
"Connecticut",2025-05-24,11.7,20,20.875,1.01663260087334,0.341525092676275
"Connecticut",2025-05-31,15.7857142857143,15,20.75,1.02032873924023,0.413417090994421
"Connecticut",2025-06-07,19.0285714285714,23,21.125,1.02327195076541,0.480439202453968
"Connecticut",2025-06-14,19.4857142857143,27,20.875,1.02368753503183,0.483035376389626
"Connecticut",2025-06-21,21.1142857142857,21,19.5,1.02516942614343,0.478753850125268
"Connecticut",2025-06-28,25.5714285714286,19,20.5,1.02923610690052,0.582315551740137
"Connecticut",2025-07-05,23.8571428571429,21,20,1.02767009330787,0.538501479960522
"Connecticut",2025-07-12,24.9142857142857,21,20.5,1.02863551983263,0.570686258884365
"Connecticut",2025-07-19,24.8285714285714,19,21.875,1.02855720823059,0.607344856508963
"Connecticut",2025-07-26,24.1857142857143,18,22.5,1.02797006122212,0.612203021505921
"Connecticut",2025-08-02,24.1714285714286,21,22.75,1.0279570173184,0.618724453725576
"Connecticut",2025-08-09,22.0714285714286,16,22.5,1.02604136282132,0.571059495953015
"Connecticut",2025-08-16,25.4857142857143,29,23.375,1.02915774957486,0.662252600822322
"Connecticut",2025-08-23,19.6571428571429,15,22.625,1.02384342264227,0.526894469751147
"Connecticut",2025-08-30,19.3,25,22.25,1.02351868357139,0.511266396855152
"Connecticut",2025-09-06,19.3285714285714,32,21.875,1.02354465890624,0.503191931189844
"Connecticut",2025-09-13,16.8714285714286,24,20.75,1.02131318776449,0.433019617695575
"Connecticut",2025-09-20,18.9,20,20.125,1.02315509809159,0.455450351527714
"Connecticut",2025-09-27,18.9142857142857,19,21,1.02316808106302,0.475512979077639
"Connecticut",2025-10-04,16.6857142857143,23,21.75,1.02114472793919,0.450374780473533
"Connecticut",2025-10-11,15.4285714285714,23,21.25,1.02000511494432,0.416771138044801
"Connecticut",2025-10-18,11.5428571428571,12,21.5,1.0164907094053,0.348798320470077
"Connecticut",2025-10-25,12.2428571428571,22,23.75,1.01712292381266,0.399823296702698
"Connecticut",2025-11-01,9.02857142857143,23,24.375,1.01422313735488,0.341827118960532
"Connecticut",2025-11-08,8.57142857142857,19,24.625,1.01381139532999,0.335472269859708
"Connecticut",2025-11-15,5.61428571428571,27,25.5,1.01115197401603,0.281238967748036
"Connecticut",2025-11-22,3.38571428571429,25,25.2857142857143,1.00915238319301,0.229325670043604
"Connecticut",2025-11-29,4.77142857142857,19,25.3333333333333,1.01039525306031,0.260637023049792
"Connecticut",2025-12-06,-0.457142857142857,25,26.6,1.00571365449754,0.151119763518201
"Connecticut",2025-12-13,-1.71428571428571,30,27,1.00459126281455,0.123397545430984
"Connecticut",2025-12-20,-0.557142857142857,27,26,1.00562432745151,0.145414654108375
"Connecticut",2025-12-27,-1.28571428571429,25,25.5,1.00497375554851,0.126203063300688
"Connecticut",2026-01-03,-4.42857142857143,26,26,1.00217218715914,0.0563544537169682
"Florida",2018-01-06,2.72857142857143,137,141.875,1.35792625414482,37.3958358576523
"Florida",2018-01-13,12.5571428571429,135,139.375,1.21594094636702,24.7518347743994
"Florida",2018-01-20,4.32857142857143,129,137.75,1.33373067745558,34.4682787886444
"Florida",2018-01-27,12.8142857142857,161,136.875,1.21243263887714,23.9821302346637
"Florida",2018-02-03,11.2571428571429,160,132.625,1.23383339167132,25.1347984093711
"Florida",2018-02-10,15.7,160,129.5,1.17374904857736,19.1697721229592
"Florida",2018-02-17,18.5,125,128.375,1.13739463516372,15.5074023947756
"Florida",2018-02-24,20.8428571428571,128,128.25,1.10784236122427,12.4844321819647
"Florida",2018-03-03,18.0857142857143,117,128.75,1.14270177305327,16.0784324605677
"Florida",2018-03-10,12.5285714285714,122,132,1.21633138442038,23.4769431334683
"Florida",2018-03-17,13,122,131.25,1.20990515817712,22.7704228092181
"Florida",2018-03-24,16.3142857142857,127,130.75,1.16567510614602,18.5832398876662
"Florida",2018-03-31,18.3714285714286,135,131,1.13903903483734,15.9907720513659
"Florida",2018-04-07,18.8571428571429,151,126.125,1.13283930368138,14.7897032901025
"Florida",2018-04-14,17.8714285714286,124,123.75,1.14545655398707,15.7144751525012
"Florida",2018-04-21,17.9285714285714,132,123.5,1.1447212970443,15.6134774736168
"Florida",2018-04-28,20.1571428571429,143,123.5,1.11641142499329,12.8776996229308
"Florida",2018-05-05,23.1142857142857,116,120.375,1.07992434817815,8.90885868827354
"Florida",2018-05-12,25.4714285714286,118,119.5,1.05169645575749,5.87405845973968
"Florida",2018-05-19,23.5285714285714,129,121,1.07490877231995,8.43230763774575
"Florida",2018-05-26,23.7571428571429,96,120.25,1.0721515363538,8.09234697928103
"Florida",2018-06-02,24.0571428571429,132,125.5,1.06854339443211,8.05039462697844
"Florida",2018-06-09,25.0714285714286,122,123.75,1.0564341252023,6.61065638375419
"Florida",2018-06-16,24.6857142857143,132,126.5,1.06102280355928,7.27541823262809
"Florida",2018-06-23,27.5571428571429,118,125.875,1.02733495848465,3.34923665435291
"Florida",2018-06-30,27.1714285714286,109,124,1.03179724304827,3.82134975117477
"Florida",2018-07-07,25.5285714285714,130,125.625,1.0510213824707,6.09841177333048
"Florida",2018-07-14,26.7571428571429,123,122.375,1.03661165844431,4.32211201333231
"Florida",2018-07-21,26.1,138,121.75,1.04429443651582,5.16410646004553
"Florida",2018-07-28,26.2857142857143,118,121.5,1.04211746276173,4.91045578680663
"Florida",2018-08-04,24.8,144,123.75,1.05966112117495,6.96738192792602
"Florida",2018-08-11,26.6714285714286,127,119.875,1.0376105456335,4.34514103272022
"Florida",2018-08-18,25.8142857142857,103,120,1.04765251031691,5.45820411034852
"Florida",2018-08-25,26.1142857142857,122,122.5,1.04412681566119,5.17708657360069
"Florida",2018-09-01,25.5142857142857,104,121.75,1.05119011015753,5.92889511750138
"Florida",2018-09-08,25.7142857142857,118,125.625,1.04883038548305,5.84872183454444
"Florida",2018-09-15,27.1,136,123.625,1.03262571652459,3.90592074244183
"Florida",2018-09-22,27.3285714285714,136,121.25,1.02997694033215,3.52891785528764
"Florida",2018-09-29,26.4285714285714,113,120.625,1.04044595618457,4.68913684152822
"Florida",2018-10-06,26.1142857142857,128,123.875,1.04412681566119,5.23519672901865
"Florida",2018-10-13,24.2142857142857,123,122.625,1.06665826394132,7.6631568817566
"Florida",2018-10-20,24.7571428571429,116,123.375,1.06017154715878,7.00232396408795
"Florida",2018-10-27,18.4428571428571,135,124.25,1.13812518617586,15.0792325754745
"Florida",2018-11-03,18.0857142857143,102,123.625,1.14270177305327,15.4384171878655
"Florida",2018-11-10,19.5571428571429,117,129.5,1.12396370940503,14.2827568484838
"Florida",2018-11-17,13.6,131,132.625,1.20177540470792,22.2674411080098
"Florida",2018-11-24,13.8428571428571,139,135.5,1.19850034112362,22.4420430260658
"Florida",2018-12-01,11.7,118,132.875,1.22770878748228,24.6449365233889
"Florida",2018-12-08,12.2714285714286,129,136.375,1.21985097336026,24.5785568456897
"Florida",2018-12-15,11.4857142857143,123,136.875,1.230668500016,25.6549598362838
"Florida",2018-12-22,11.5714285714286,130,138.125,1.22948375974522,25.781100452581
"Florida",2018-12-29,14.2571428571429,149,139.375,1.19293405364512,22.5412156226266
"Florida",2019-01-05,18.1285714285714,142,136.75,1.14215161239456,17.0198358816834
"Florida",2019-01-12,11.4571428571429,154,136.25,1.23106366707976,25.573352119389
"Florida",2019-01-19,11.7857142857143,118,134.625,1.22652689646832,24.8638521705958
"Florida",2019-01-26,9.31428571428571,146,136.875,1.26106570867307,28.3358500900209
"Florida",2019-02-02,8.4,133,137.25,1.27408809014656,29.5258943738251
"Florida",2019-02-09,15.3285714285714,133,140,1.17865807252224,21.2208533893034
"Florida",2019-02-16,14.5857142857143,140,140.25,1.18853779998198,22.2478632550635
"Florida",2019-02-23,19.2285714285714,128,140.25,1.12812111152955,15.9282418424523
"Florida",2019-03-02,16.6714285714286,138,142.75,1.16100650973714,19.796339703711
"Florida",2019-03-09,12.1428571428571,141,143.625,1.22161458510982,26.055185632493
"Florida",2019-03-16,18.7857142857143,136,141.75,1.13374890808511,16.722316189998
"Florida",2019-03-23,13.6571428571429,149,142.5,1.20100399726616,23.8492708397539
"Florida",2019-03-30,16.9285714285714,155,138.125,1.15765670245737,18.8106992173923
"Florida",2019-04-06,16.9,135,133,1.15802842546802,18.1496240722698
"Florida",2019-04-13,21.9571428571429,140,134.625,1.09405768792577,11.5739017939852
"Florida",2019-04-20,19.1,148,134.125,1.12975210391359,15.4042651278312
"Florida",2019-04-27,19.9142857142857,145,131.5,1.11946216955935,14.0328773264733
"Florida",2019-05-04,23.4,126,132.5,1.07646283243218,9.4116814738253
"Florida",2019-05-11,24.6,142,130.25,1.06204521352089,7.60927026289615
"Florida",2019-05-18,23.3571428571429,114,127.5,1.07698135159771,9.11354900820411
"Florida",2019-05-25,27.3857142857143,114,131.75,1.02931580858198,3.75235447515084
"Florida",2019-06-01,29.0571428571429,148,134.25,1.01016432061969,1.35082977624558
"Florida",2019-06-08,27.6571428571429,136,134.125,1.026181223475,3.42196535880191
"Florida",2019-06-15,24.7714285714286,127,131.375,1.06000137785157,7.4364818574352
"Florida",2019-06-22,26.5714285714286,153,131,1.03877713062403,4.89017707647888
"Florida",2019-06-29,28.2857142857143,108,128,1.01895878479507,2.38157272892751
"Florida",2019-07-06,27.9428571428571,120,126.875,1.02289197227025,2.83941907896885
"Florida",2019-07-13,26.5714285714286,148,131.25,1.03877713062403,4.89950947547979
"Florida",2019-07-20,27.1142857142857,134,128.125,1.03245996862911,4.02817891925316
"Florida",2019-07-27,25.6571428571429,147,124.5,1.04950405148779,5.87253989300218
"Florida",2019-08-03,26.8571428571429,114,121.625,1.03544750535882,4.16370971676844
"Florida",2019-08-10,27.6714285714286,124,124.5,1.02601650999223,3.1569233657425
"Florida",2019-08-17,28.0428571428571,129,126.25,1.02174322689782,2.68666561576783
"Florida",2019-08-24,26.4,99,126.125,1.04078004288095,4.94185389462523
"Florida",2019-08-31,26.5571428571429,155,129.125,1.03894389265695,4.84013638741208
"Florida",2019-09-07,28.4428571428571,123,126.5,1.0171611317619,2.13425690393845
"Florida",2019-09-14,28.6142857142857,105,127,1.01520367253505,1.90194979016337
"Florida",2019-09-21,27.5857142857143,124,131.625,1.0270051876126,3.46109042328359
"Florida",2019-09-28,27.6571428571429,137,136.5,1.026181223475,3.48255933999225
"Florida",2019-10-05,27.7857142857143,138,134.625,1.024699753554,3.24505232940116
"Florida",2019-10-12,25.1571428571429,128,135.125,1.05541711692465,7.09505067177915
"Florida",2019-10-19,21.9,123,137.625,1.09476040352381,11.9125614088591
"Florida",2019-10-26,20.9,134,141,1.10713124845028,13.6438259263601
"Florida",2019-11-02,19.4714285714286,127,140.375,1.1250467697211,15.6024094037897
"Florida",2019-11-09,17.9714285714286,142,143.25,1.14417016407358,18.0500913692873
"Florida",2019-11-16,11.2142857142857,163,144.375,1.23442771433754,27.4179693669999
"Florida",2019-11-23,14.4,122,141,1.1910206444681,22.6141427481554
"Florida",2019-11-30,14.9428571428571,142,144.625,1.18377763715826,22.4525619843752
"Florida",2019-12-07,12.0857142857143,148,148.5,1.22239923077633,27.0175937114344
"Florida",2019-12-14,14.9714285714286,150,148.125,1.18339764874212,22.9557467422741
"Florida",2019-12-21,11.7428571428571,129,147.875,1.22711769968391,27.3690370935152
"Florida",2019-12-28,16.5285714285714,150,151.375,1.16287170033701,21.2015681793355
"Florida",2020-01-04,16.3,151,150.25,1.16586223998319,21.3754255887335
"Florida",2020-01-11,13.1571428571429,136,152,1.20777063643797,26.1482899035468
"Florida",2020-01-18,18.6857142857143,151,154.375,1.13502358138597,18.364609967844
"Florida",2020-01-25,9.25714285714286,173,154.125,1.26187569388081,31.9853940567239
"Florida",2020-02-01,10.4714285714286,145,150.25,1.24477491313143,29.545446578352
"Florida",2020-02-08,13.6714285714286,148,147.875,1.20081122278667,24.7290823120949
"Florida",2020-02-15,15.9857142857143,157,146.625,1.16998679354502,21.3030725996653
"Florida",2020-02-22,13.8285714285714,141,145.875,1.19869274462139,24.1799278853569
"Florida",2020-02-29,12.5857142857143,165,147.875,1.21555063364289,26.2223136311626
"Florida",2020-03-07,15.5714285714286,155,146.5,1.1754460080079,21.866457496179
"Florida",2020-03-14,17.7571428571429,149,142.5,1.14692848494727,18.2551130081564
"Florida",2020-03-21,21.2571428571429,142,145.625,1.10269712358699,13.5624445756301
"Florida",2020-03-28,22.9571428571429,126,146.125,1.08183292413478,11.0533112576121
"Florida",2020-04-04,20.2857142857143,138,146.125,1.11479969218455,15.0476405205991
"Florida",2020-04-11,21.7857142857143,151,148.25,1.096167189077,13.0060322209333
"Florida",2020-04-18,20.4857142857143,157,147.375,1.11229717592672,14.8789340298482
"Florida",2020-04-25,21.6142857142857,154,146,1.09828075765096,13.0649567672748
"Florida",2020-05-02,19.2857142857143,123,144,1.12739698203144,16.2721434462877
"Florida",2020-05-09,21.2714285714286,174,149,1.10252012845249,13.8550750641274
"Florida",2020-05-16,22.8,146,145.875,1.08374487316303,11.2722871177263
"Florida",2020-05-23,24.8,126,147.75,1.05966112117495,8.31863175637228
"Florida",2020-05-30,25.3142857142857,155,154.25,1.05355514388923,7.84095734601795
"Florida",2020-06-06,25.4571428571429,144,155.5,1.05186529181848,7.66738187912841
"Florida",2020-06-13,25.6571428571429,146,157.75,1.04950405148779,7.44090898089232
"Florida",2020-06-20,24.6857142857143,138,159.125,1.06102280355928,9.15178597839482
"Florida",2020-06-27,27.3142857142857,163,162.875,1.03014228961003,4.76577407776495
"Florida",2020-07-04,27.6142857142857,149,164.5,1.02667552259583,4.27410936604351
"Florida",2020-07-11,26.5857142857143,161,166.375,1.03861039535827,6.18499926097588
"Florida",2020-07-18,28.1428571428571,178,167.125,1.02059577160877,3.37260688890568
"Florida",2020-07-25,27.9714285714286,165,163.625,1.022563627581,3.6105074181782
"Florida",2020-08-01,27.3285714285714,162,160.25,1.02997694033215,4.66399246441109
"Florida",2020-08-08,28.6428571428571,157,157.375,1.0148777957627,2.30706900666257
"Florida",2020-08-15,27.2285714285714,168,157.25,1.03113494286426,4.74813679750255
"Florida",2020-08-22,26.2714285714286,176,156.25,1.04228476104113,6.33895280794144
"Florida",2020-08-29,26.8428571428571,164,154.75,1.0356137328641,5.32169957371872
"Florida",2020-09-05,27.4,167,151.25,1.02915059196349,4.28414176594442
"Florida",2020-09-12,26.8,150,147.125,1.03611257551096,5.12788165844853
"Florida",2020-09-19,24.7571428571429,138,144.625,1.06017154715878,8.20839800045568
"Florida",2020-09-26,22.1571428571429,139,147.625,1.09160173357789,12.3879483729961
"Florida",2020-10-03,20.2428571428571,156,150.125,1.11533667775313,15.5243874724624
"Florida",2020-10-10,23.3857142857143,160,149.125,1.07663564440984,10.6148171221676
"Florida",2020-10-17,23.5142857142857,164,148.75,1.07508133481366,10.3883754576275
"Florida",2020-10-24,23.2,136,152.625,1.07888472632656,11.1594696465717
"Florida",2020-10-31,21.9857142857143,134,156.75,1.09370649929461,13.4300141527035
"Florida",2020-11-07,17.5714285714286,130,163.125,1.1493244079586,21.1937933968636
"Florida",2020-11-14,22.5571428571429,162,170.75,1.086706351977,13.6238364422353
"Florida",2020-11-21,16.5142857142857,159,176.25,1.16305838412418,24.7098861021736
"Florida",2020-11-28,18.8428571428571,148,186.25,1.13302116616148,21.8664866442973
"Florida",2020-12-05,10.9571428571429,157,190.875,1.23799966700283,36.694829287916
"Florida",2020-12-12,11.3285714285714,195,195.875,1.23284348969345,36.9943297141833
"Florida",2020-12-19,11.5571428571429,169,197.875,1.22968113722415,36.959300791441
"Florida",2020-12-26,9.4,185,198.125,1.25985170560957,40.8644278883494
"Florida",2021-01-02,14.5142857142857,191,196.375,1.18949212705498,31.2835332021516
"Florida",2021-01-09,9.44285714285714,206,193.875,1.25924514240946,39.9137152027949
"Florida",2021-01-16,8.42857142857143,239,188.25,1.27367911239585,40.4498216286259
"Florida",2021-01-23,11.4285714285714,185,177.875,1.23145896103147,33.4325089152688
"Florida",2021-01-30,13.9714285714286,197,174.625,1.19677009877942,28.7114279796934
"Florida",2021-02-06,10.1857142857143,211,171.375,1.2487776597495,34.1408024933144
"Florida",2021-02-13,15.6714285714286,171,164.875,1.17412593883262,24.4513924916541
"Florida",2021-02-20,11.4714285714286,171,164.875,1.23086606768943,30.9246017170238
"Florida",2021-02-27,15.6,171,161.375,1.17506869401513,24.0426033308379
"Florida",2021-03-06,15.2285714285714,161,161.375,1.17998323717305,24.6145826345674
"Florida",2021-03-13,15,156,162.625,1.18301778230092,25.1587653980979
"Florida",2021-03-20,18.0714285714286,159,160.75,1.14288521882337,20.0972053427231
"Florida",2021-03-27,19.1428571428571,171,156.375,1.12920817795117,17.8930061096206
"Florida",2021-04-03,17.0714285714286,159,153.375,1.15579987646471,20.6746916480615
"Florida",2021-04-10,17.8285714285714,171,151.75,1.14600830659629,19.3338568302298
"Florida",2021-04-17,19.4285714285714,143,151.125,1.12558869118336,16.8619239903092
"Florida",2021-04-24,17.9571428571429,171,151.75,1.14435384557459,19.1424148663953
"Florida",2021-05-01,21.8428571428571,171,149.375,1.09546357047759,13.017202236924
"Florida",2021-05-08,23.0285714285714,141,146.875,1.08096497181758,11.0010319906222
"Florida",2021-05-15,20.9857142857143,124,146.375,1.10606543505287,14.036536685664
"Florida",2021-05-22,23.8857142857143,147,149.625,1.07060370034245,9.86740346625001
"Florida",2021-05-29,25.9571428571429,146,149.375,1.04597212578815,6.56526700884123
"Florida",2021-06-05,25.8285714285714,166,150.625,1.04748435045414,6.82810228530281
"Florida",2021-06-12,26.6714285714286,148,150.25,1.0376105456335,5.44615174278384
"Florida",2021-06-19,26.8142857142857,152,157.75,1.03594626793589,5.47376243575402
"Florida",2021-06-26,24.5571428571429,151,165.75,1.06255678789325,9.7583373533044
"Florida",2021-07-03,25.0857142857143,137,175.875,1.05626455579282,9.36841882631792
"Florida",2021-07-10,24.9,150,189.25,1.05847108269357,10.4543738423153
"Florida",2021-07-17,26.1714285714286,145,199,1.04345660124959,8.28770802572112
"Florida",2021-07-24,26.0857142857143,156,205,1.04446208427977,8.7267191548067
"Florida",2021-07-31,27.3285714285714,163,210.375,1.02997694033215,6.12285438190629
"Florida",2021-08-07,25.5857142857143,208,215.25,1.0503467425066,10.3176749981462
"Florida",2021-08-14,26.7285714285714,216,212.125,1.03694451394952,7.5576416250988
"Florida",2021-08-21,26.5428571428571,232,204.625,1.03911068146132,7.70180052693528
"Florida",2021-08-28,26.1714285714286,244,197.25,1.04345660124959,8.21482617122358
"Florida",2021-09-04,26.0285714285714,228,189.5,1.04513294451528,8.18335411827714
"Florida",2021-09-11,25.0714285714286,193,180.25,1.0564341252023,9.62885505593287
"Florida",2021-09-18,24.6714285714286,199,176,1.06119313684298,10.1489462289641
"Florida",2021-09-25,23.1142857142857,202,169.625,1.07992434817815,12.5538122948984
"Florida",2021-10-02,24.3428571428571,183,166,1.06511835841794,10.148775872603
"Florida",2021-10-09,23.4714285714286,156,159.875,1.07559918852844,11.236918356661
"Florida",2021-10-16,23.5428571428571,173,164.75,1.07473623752443,11.456573903669
"Florida",2021-10-23,19.7,182,164.5,1.12216092536207,17.9078345786963
"Florida",2021-10-30,19.3714285714286,154,161.25,1.12631165921238,18.083587150504
"Florida",2021-11-06,14.4142857142857,159,162.5,1.1908294724276,26.0404952912943
"Florida",2021-11-13,15.9285714285714,148,162.25,1.17073827857036,23.6622362189
"Florida",2021-11-20,15.0428571428571,173,167.75,1.18244821125647,25.8833216938529
"Florida",2021-11-27,13.2285714285714,134,168.375,1.2068016445547,28.8533140959931
"Florida",2021-12-04,13.3,195,175.875,1.20583343009162,30.0215217242837
"Florida",2021-12-11,18.0857142857143,171,180.25,1.14270177305327,22.5098054447948
"Florida",2021-12-18,18.1285714285714,156,186.5,1.14215161239456,23.211695736263
"Florida",2021-12-25,12.1142857142857,164,193,1.22200684496585,35.0630778010134
"Florida",2022-01-01,20.6285714285714,157,193.625,1.11051310444557,19.2686603720511
"Florida",2022-01-08,12.5285714285714,192,195.125,1.21633138442038,34.7040797645304
"Florida",2022-01-15,12.1857142857143,178,193,1.22102643140192,34.9362635922577
"Florida",2022-01-22,8.51428571428571,194,192.125,1.27245296665759,41.1371010093882
"Florida",2022-01-29,7.68571428571429,230,185.25,1.28435532358466,41.0142136889626
"Florida",2022-02-05,12.5714285714286,221,176.125,1.21574577434132,31.2550742991079
"Florida",2022-02-12,9.92857142857143,208,168.375,1.25239113556368,33.9321768126434
"Florida",2022-02-19,13.7285714285714,169,161.75,1.2000404342435,26.9628750128605
"Florida",2022-02-26,18.3857142857143,169,159.875,1.13885620642248,19.4929227031487
"Florida",2022-03-05,17.4,175,155,1.15154047132389,20.3976965118721
"Florida",2022-03-12,19.0142857142857,171,152.625,1.13084074197237,17.6590456130031
"Florida",2022-03-19,15.4,139,151.125,1.17771243758878,22.8042018352036
"Florida",2022-03-26,16.6571428571429,157,154.125,1.16119289409244,21.395114393474
"Florida",2022-04-02,18.5857142857143,159,151.125,1.13629968780135,18.1275156018346
"Florida",2022-04-09,17.7428571428571,155,148.625,1.14711260926049,19.0605624720971
"Florida",2022-04-16,19.9857142857143,154,146.625,1.11856402737638,15.5417571892041
"Florida",2022-04-23,21.0714285714286,130,145.25,1.10500064769299,13.8021132469453
"Florida",2022-04-30,23.0428571428571,156,148.125,1.08079146493479,11.0726593720719
"Florida",2022-05-07,24.4285714285714,159,147.75,1.06409299000041,8.89935312190826
"Florida",2022-05-14,22.9,163,148.25,1.08252778774083,11.3020142957357
"Florida",2022-05-21,25.2857142857143,133,147.75,1.05389343993947,7.55556059966946
"Florida",2022-05-28,24,139,150.125,1.06922972214475,9.72018624410542
"Florida",2022-06-04,26.1428571428571,139,154.625,1.04379165466265,6.48719940609223
"Florida",2022-06-11,26.3571428571429,143,156,1.04128137407704,6.18458614197972
"Florida",2022-06-18,28.6285714285714,153,157.125,1.01504072107111,2.32825466923596
