"Notes","State","State Code","Year","Year Code","Month","Month Code","Weekday","Weekday Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Alabama","01","2020","2020","Feb., 2020","2020/02","Tuesday","3","Renal failure","N17-N19",13,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Feb., 2020","2020/02","Wednesday","4","Renal failure","N17-N19",21,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Feb., 2020","2020/02","Thursday","5","Renal failure","N17-N19",17,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Feb., 2020","2020/02","Friday","6","Renal failure","N17-N19",14,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Feb., 2020","2020/02","Saturday","7","Renal failure","N17-N19",25,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Sunday","1","Renal failure","N17-N19",24,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Monday","2","Renal failure","N17-N19",16,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Tuesday","3","Renal failure","N17-N19",24,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Wednesday","4","Renal failure","N17-N19",26,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Thursday","5","Renal failure","N17-N19",20,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Friday","6","Renal failure","N17-N19",26,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Mar., 2020","2020/03","Saturday","7","Renal failure","N17-N19",10,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Sunday","1","Renal failure","N17-N19",22,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Monday","2","Renal failure","N17-N19",16,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Tuesday","3","Renal failure","N17-N19",18,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Wednesday","4","Renal failure","N17-N19",19,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Thursday","5","Renal failure","N17-N19",26,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Friday","6","Renal failure","N17-N19",17,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Apr., 2020","2020/04","Saturday","7","Renal failure","N17-N19",21,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Sunday","1","Renal failure","N17-N19",25,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Monday","2","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Tuesday","3","Renal failure","N17-N19",16,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Wednesday","4","Renal failure","N17-N19",13,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Thursday","5","Renal failure","N17-N19",20,Not Applicable,Not Applicable
