"state","residence_state_code","mmwr_week","mmwr_week_code","year","week","week_end_date","icd_chapter","icd_chapter_code","deaths"
"Colorado","08","2020 Week 18 ending May 02, 2020","2020/18",2020,18,2020-05-02,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2020 Week 19 ending May 09, 2020","2020/19",2020,19,2020-05-09,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2020 Week 20 ending May 16, 2020","2020/20",2020,20,2020-05-16,"Diseases of the genitourinary system","N00-N99",42
"Colorado","08","2020 Week 21 ending May 23, 2020","2020/21",2020,21,2020-05-23,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2020 Week 22 ending May 30, 2020","2020/22",2020,22,2020-05-30,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2020 Week 23 ending June 06, 2020","2020/23",2020,23,2020-06-06,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2020 Week 24 ending June 13, 2020","2020/24",2020,24,2020-06-13,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2020 Week 25 ending June 20, 2020","2020/25",2020,25,2020-06-20,"Diseases of the genitourinary system","N00-N99",34
"Colorado","08","2020 Week 26 ending June 27, 2020","2020/26",2020,26,2020-06-27,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2020 Week 27 ending July 04, 2020","2020/27",2020,27,2020-07-04,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2020 Week 28 ending July 11, 2020","2020/28",2020,28,2020-07-11,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2020 Week 29 ending July 18, 2020","2020/29",2020,29,2020-07-18,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2020 Week 30 ending July 25, 2020","2020/30",2020,30,2020-07-25,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2020 Week 31 ending August 01, 2020","2020/31",2020,31,2020-08-01,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2020 Week 32 ending August 08, 2020","2020/32",2020,32,2020-08-08,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2020 Week 33 ending August 15, 2020","2020/33",2020,33,2020-08-15,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2020 Week 34 ending August 22, 2020","2020/34",2020,34,2020-08-22,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2020 Week 35 ending August 29, 2020","2020/35",2020,35,2020-08-29,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2020 Week 36 ending September 05, 2020","2020/36",2020,36,2020-09-05,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2020 Week 37 ending September 12, 2020","2020/37",2020,37,2020-09-12,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2020 Week 38 ending September 19, 2020","2020/38",2020,38,2020-09-19,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2020 Week 39 ending September 26, 2020","2020/39",2020,39,2020-09-26,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2020 Week 40 ending October 03, 2020","2020/40",2020,40,2020-10-03,"Diseases of the genitourinary system","N00-N99",19
"Colorado","08","2020 Week 41 ending October 10, 2020","2020/41",2020,41,2020-10-10,"Diseases of the genitourinary system","N00-N99",20
"Colorado","08","2020 Week 42 ending October 17, 2020","2020/42",2020,42,2020-10-17,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2020 Week 43 ending October 24, 2020","2020/43",2020,43,2020-10-24,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2020 Week 44 ending October 31, 2020","2020/44",2020,44,2020-10-31,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2020 Week 45 ending November 07, 2020","2020/45",2020,45,2020-11-07,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2020 Week 46 ending November 14, 2020","2020/46",2020,46,2020-11-14,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2020 Week 47 ending November 21, 2020","2020/47",2020,47,2020-11-21,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2020 Week 48 ending November 28, 2020","2020/48",2020,48,2020-11-28,"Diseases of the genitourinary system","N00-N99",41
"Colorado","08","2020 Week 49 ending December 05, 2020","2020/49",2020,49,2020-12-05,"Diseases of the genitourinary system","N00-N99",38
"Colorado","08","2020 Week 50 ending December 12, 2020","2020/50",2020,50,2020-12-12,"Diseases of the genitourinary system","N00-N99",42
"Colorado","08","2020 Week 51 ending December 19, 2020","2020/51",2020,51,2020-12-19,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2020 Week 52 ending December 26, 2020","2020/52",2020,52,2020-12-26,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2020 Week 53 ending January 02, 2021","2020/53",2020,53,2021-01-02,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2021 Week 01 ending January 09, 2021","2021/01",2021,1,2021-01-09,"Diseases of the genitourinary system","N00-N99",38
"Colorado","08","2021 Week 02 ending January 16, 2021","2021/02",2021,2,2021-01-16,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 03 ending January 23, 2021","2021/03",2021,3,2021-01-23,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2021 Week 04 ending January 30, 2021","2021/04",2021,4,2021-01-30,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 05 ending February 06, 2021","2021/05",2021,5,2021-02-06,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2021 Week 06 ending February 13, 2021","2021/06",2021,6,2021-02-13,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 07 ending February 20, 2021","2021/07",2021,7,2021-02-20,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2021 Week 08 ending February 27, 2021","2021/08",2021,8,2021-02-27,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 09 ending March 06, 2021","2021/09",2021,9,2021-03-06,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2021 Week 10 ending March 13, 2021","2021/10",2021,10,2021-03-13,"Diseases of the genitourinary system","N00-N99",34
"Colorado","08","2021 Week 11 ending March 20, 2021","2021/11",2021,11,2021-03-20,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2021 Week 12 ending March 27, 2021","2021/12",2021,12,2021-03-27,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2021 Week 13 ending April 03, 2021","2021/13",2021,13,2021-04-03,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2021 Week 14 ending April 10, 2021","2021/14",2021,14,2021-04-10,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2021 Week 15 ending April 17, 2021","2021/15",2021,15,2021-04-17,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2021 Week 16 ending April 24, 2021","2021/16",2021,16,2021-04-24,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2021 Week 17 ending May 01, 2021","2021/17",2021,17,2021-05-01,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2021 Week 18 ending May 08, 2021","2021/18",2021,18,2021-05-08,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2021 Week 19 ending May 15, 2021","2021/19",2021,19,2021-05-15,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 20 ending May 22, 2021","2021/20",2021,20,2021-05-22,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 21 ending May 29, 2021","2021/21",2021,21,2021-05-29,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2021 Week 22 ending June 05, 2021","2021/22",2021,22,2021-06-05,"Diseases of the genitourinary system","N00-N99",15
"Colorado","08","2021 Week 23 ending June 12, 2021","2021/23",2021,23,2021-06-12,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 24 ending June 19, 2021","2021/24",2021,24,2021-06-19,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 25 ending June 26, 2021","2021/25",2021,25,2021-06-26,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2021 Week 26 ending July 03, 2021","2021/26",2021,26,2021-07-03,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2021 Week 27 ending July 10, 2021","2021/27",2021,27,2021-07-10,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2021 Week 28 ending July 17, 2021","2021/28",2021,28,2021-07-17,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2021 Week 29 ending July 24, 2021","2021/29",2021,29,2021-07-24,"Diseases of the genitourinary system","N00-N99",38
"Colorado","08","2021 Week 30 ending July 31, 2021","2021/30",2021,30,2021-07-31,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2021 Week 31 ending August 07, 2021","2021/31",2021,31,2021-08-07,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2021 Week 32 ending August 14, 2021","2021/32",2021,32,2021-08-14,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2021 Week 33 ending August 21, 2021","2021/33",2021,33,2021-08-21,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2021 Week 34 ending August 28, 2021","2021/34",2021,34,2021-08-28,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2021 Week 35 ending September 04, 2021","2021/35",2021,35,2021-09-04,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2021 Week 36 ending September 11, 2021","2021/36",2021,36,2021-09-11,"Diseases of the genitourinary system","N00-N99",35
"Colorado","08","2021 Week 37 ending September 18, 2021","2021/37",2021,37,2021-09-18,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2021 Week 38 ending September 25, 2021","2021/38",2021,38,2021-09-25,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2021 Week 39 ending October 02, 2021","2021/39",2021,39,2021-10-02,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 40 ending October 09, 2021","2021/40",2021,40,2021-10-09,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 41 ending October 16, 2021","2021/41",2021,41,2021-10-16,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2021 Week 42 ending October 23, 2021","2021/42",2021,42,2021-10-23,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2021 Week 43 ending October 30, 2021","2021/43",2021,43,2021-10-30,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2021 Week 44 ending November 06, 2021","2021/44",2021,44,2021-11-06,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2021 Week 45 ending November 13, 2021","2021/45",2021,45,2021-11-13,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2021 Week 46 ending November 20, 2021","2021/46",2021,46,2021-11-20,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2021 Week 47 ending November 27, 2021","2021/47",2021,47,2021-11-27,"Diseases of the genitourinary system","N00-N99",40
"Colorado","08","2021 Week 48 ending December 04, 2021","2021/48",2021,48,2021-12-04,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2021 Week 49 ending December 11, 2021","2021/49",2021,49,2021-12-11,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2021 Week 50 ending December 18, 2021","2021/50",2021,50,2021-12-18,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2021 Week 51 ending December 25, 2021","2021/51",2021,51,2021-12-25,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2021 Week 52 ending January 01, 2022","2021/52",2021,52,2022-01-01,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2022 Week 01 ending January 08, 2022","2022/01",2022,1,2022-01-08,"Diseases of the genitourinary system","N00-N99",49
"Colorado","08","2022 Week 02 ending January 15, 2022","2022/02",2022,2,2022-01-15,"Diseases of the genitourinary system","N00-N99",38
"Colorado","08","2022 Week 03 ending January 22, 2022","2022/03",2022,3,2022-01-22,"Diseases of the genitourinary system","N00-N99",35
"Colorado","08","2022 Week 04 ending January 29, 2022","2022/04",2022,4,2022-01-29,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2022 Week 05 ending February 05, 2022","2022/05",2022,5,2022-02-05,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2022 Week 06 ending February 12, 2022","2022/06",2022,6,2022-02-12,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 07 ending February 19, 2022","2022/07",2022,7,2022-02-19,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2022 Week 08 ending February 26, 2022","2022/08",2022,8,2022-02-26,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 09 ending March 05, 2022","2022/09",2022,9,2022-03-05,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2022 Week 10 ending March 12, 2022","2022/10",2022,10,2022-03-12,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 11 ending March 19, 2022","2022/11",2022,11,2022-03-19,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2022 Week 12 ending March 26, 2022","2022/12",2022,12,2022-03-26,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 13 ending April 02, 2022","2022/13",2022,13,2022-04-02,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2022 Week 14 ending April 09, 2022","2022/14",2022,14,2022-04-09,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2022 Week 15 ending April 16, 2022","2022/15",2022,15,2022-04-16,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 16 ending April 23, 2022","2022/16",2022,16,2022-04-23,"Diseases of the genitourinary system","N00-N99",34
"Colorado","08","2022 Week 17 ending April 30, 2022","2022/17",2022,17,2022-04-30,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2022 Week 18 ending May 07, 2022","2022/18",2022,18,2022-05-07,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2022 Week 19 ending May 14, 2022","2022/19",2022,19,2022-05-14,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2022 Week 20 ending May 21, 2022","2022/20",2022,20,2022-05-21,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2022 Week 21 ending May 28, 2022","2022/21",2022,21,2022-05-28,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2022 Week 22 ending June 04, 2022","2022/22",2022,22,2022-06-04,"Diseases of the genitourinary system","N00-N99",20
"Colorado","08","2022 Week 23 ending June 11, 2022","2022/23",2022,23,2022-06-11,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2022 Week 24 ending June 18, 2022","2022/24",2022,24,2022-06-18,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2022 Week 25 ending June 25, 2022","2022/25",2022,25,2022-06-25,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2022 Week 26 ending July 02, 2022","2022/26",2022,26,2022-07-02,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2022 Week 27 ending July 09, 2022","2022/27",2022,27,2022-07-09,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2022 Week 28 ending July 16, 2022","2022/28",2022,28,2022-07-16,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2022 Week 29 ending July 23, 2022","2022/29",2022,29,2022-07-23,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2022 Week 30 ending July 30, 2022","2022/30",2022,30,2022-07-30,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2022 Week 31 ending August 06, 2022","2022/31",2022,31,2022-08-06,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2022 Week 32 ending August 13, 2022","2022/32",2022,32,2022-08-13,"Diseases of the genitourinary system","N00-N99",14
"Colorado","08","2022 Week 33 ending August 20, 2022","2022/33",2022,33,2022-08-20,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2022 Week 34 ending August 27, 2022","2022/34",2022,34,2022-08-27,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2022 Week 35 ending September 03, 2022","2022/35",2022,35,2022-09-03,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2022 Week 36 ending September 10, 2022","2022/36",2022,36,2022-09-10,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2022 Week 37 ending September 17, 2022","2022/37",2022,37,2022-09-17,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2022 Week 38 ending September 24, 2022","2022/38",2022,38,2022-09-24,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2022 Week 39 ending October 01, 2022","2022/39",2022,39,2022-10-01,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2022 Week 40 ending October 08, 2022","2022/40",2022,40,2022-10-08,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2022 Week 41 ending October 15, 2022","2022/41",2022,41,2022-10-15,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2022 Week 42 ending October 22, 2022","2022/42",2022,42,2022-10-22,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2022 Week 43 ending October 29, 2022","2022/43",2022,43,2022-10-29,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2022 Week 44 ending November 05, 2022","2022/44",2022,44,2022-11-05,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2022 Week 45 ending November 12, 2022","2022/45",2022,45,2022-11-12,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2022 Week 46 ending November 19, 2022","2022/46",2022,46,2022-11-19,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2022 Week 47 ending November 26, 2022","2022/47",2022,47,2022-11-26,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2022 Week 48 ending December 03, 2022","2022/48",2022,48,2022-12-03,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2022 Week 49 ending December 10, 2022","2022/49",2022,49,2022-12-10,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2022 Week 50 ending December 17, 2022","2022/50",2022,50,2022-12-17,"Diseases of the genitourinary system","N00-N99",34
"Colorado","08","2022 Week 51 ending December 24, 2022","2022/51",2022,51,2022-12-24,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2022 Week 52 ending December 31, 2022","2022/52",2022,52,2022-12-31,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2023 Week 01 ending January 07, 2023","2023/01",2023,1,2023-01-07,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 02 ending January 14, 2023","2023/02",2023,2,2023-01-14,"Diseases of the genitourinary system","N00-N99",37
"Colorado","08","2023 Week 03 ending January 21, 2023","2023/03",2023,3,2023-01-21,"Diseases of the genitourinary system","N00-N99",38
"Colorado","08","2023 Week 04 ending January 28, 2023","2023/04",2023,4,2023-01-28,"Diseases of the genitourinary system","N00-N99",37
"Colorado","08","2023 Week 05 ending February 04, 2023","2023/05",2023,5,2023-02-04,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2023 Week 06 ending February 11, 2023","2023/06",2023,6,2023-02-11,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2023 Week 07 ending February 18, 2023","2023/07",2023,7,2023-02-18,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 08 ending February 25, 2023","2023/08",2023,8,2023-02-25,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 09 ending March 04, 2023","2023/09",2023,9,2023-03-04,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2023 Week 10 ending March 11, 2023","2023/10",2023,10,2023-03-11,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2023 Week 11 ending March 18, 2023","2023/11",2023,11,2023-03-18,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2023 Week 12 ending March 25, 2023","2023/12",2023,12,2023-03-25,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2023 Week 13 ending April 01, 2023","2023/13",2023,13,2023-04-01,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2023 Week 14 ending April 08, 2023","2023/14",2023,14,2023-04-08,"Diseases of the genitourinary system","N00-N99",40
"Colorado","08","2023 Week 15 ending April 15, 2023","2023/15",2023,15,2023-04-15,"Diseases of the genitourinary system","N00-N99",37
"Colorado","08","2023 Week 16 ending April 22, 2023","2023/16",2023,16,2023-04-22,"Diseases of the genitourinary system","N00-N99",41
"Colorado","08","2023 Week 17 ending April 29, 2023","2023/17",2023,17,2023-04-29,"Diseases of the genitourinary system","N00-N99",16
"Colorado","08","2023 Week 18 ending May 06, 2023","2023/18",2023,18,2023-05-06,"Diseases of the genitourinary system","N00-N99",35
"Colorado","08","2023 Week 19 ending May 13, 2023","2023/19",2023,19,2023-05-13,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2023 Week 20 ending May 20, 2023","2023/20",2023,20,2023-05-20,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 21 ending May 27, 2023","2023/21",2023,21,2023-05-27,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2023 Week 22 ending June 03, 2023","2023/22",2023,22,2023-06-03,"Diseases of the genitourinary system","N00-N99",19
"Colorado","08","2023 Week 23 ending June 10, 2023","2023/23",2023,23,2023-06-10,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2023 Week 24 ending June 17, 2023","2023/24",2023,24,2023-06-17,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2023 Week 25 ending June 24, 2023","2023/25",2023,25,2023-06-24,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2023 Week 26 ending July 01, 2023","2023/26",2023,26,2023-07-01,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2023 Week 27 ending July 08, 2023","2023/27",2023,27,2023-07-08,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2023 Week 28 ending July 15, 2023","2023/28",2023,28,2023-07-15,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 29 ending July 22, 2023","2023/29",2023,29,2023-07-22,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2023 Week 30 ending July 29, 2023","2023/30",2023,30,2023-07-29,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 31 ending August 05, 2023","2023/31",2023,31,2023-08-05,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 32 ending August 12, 2023","2023/32",2023,32,2023-08-12,"Diseases of the genitourinary system","N00-N99",19
"Colorado","08","2023 Week 33 ending August 19, 2023","2023/33",2023,33,2023-08-19,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 34 ending August 26, 2023","2023/34",2023,34,2023-08-26,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2023 Week 35 ending September 02, 2023","2023/35",2023,35,2023-09-02,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2023 Week 36 ending September 09, 2023","2023/36",2023,36,2023-09-09,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2023 Week 37 ending September 16, 2023","2023/37",2023,37,2023-09-16,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2023 Week 38 ending September 23, 2023","2023/38",2023,38,2023-09-23,"Diseases of the genitourinary system","N00-N99",31
"Colorado","08","2023 Week 39 ending September 30, 2023","2023/39",2023,39,2023-09-30,"Diseases of the genitourinary system","N00-N99",23
"Colorado","08","2023 Week 40 ending October 07, 2023","2023/40",2023,40,2023-10-07,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2023 Week 41 ending October 14, 2023","2023/41",2023,41,2023-10-14,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2023 Week 42 ending October 21, 2023","2023/42",2023,42,2023-10-21,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2023 Week 43 ending October 28, 2023","2023/43",2023,43,2023-10-28,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2023 Week 44 ending November 04, 2023","2023/44",2023,44,2023-11-04,"Diseases of the genitourinary system","N00-N99",33
"Colorado","08","2023 Week 45 ending November 11, 2023","2023/45",2023,45,2023-11-11,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2023 Week 46 ending November 18, 2023","2023/46",2023,46,2023-11-18,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 47 ending November 25, 2023","2023/47",2023,47,2023-11-25,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2023 Week 48 ending December 02, 2023","2023/48",2023,48,2023-12-02,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2023 Week 49 ending December 09, 2023","2023/49",2023,49,2023-12-09,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2023 Week 50 ending December 16, 2023","2023/50",2023,50,2023-12-16,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2023 Week 51 ending December 23, 2023","2023/51",2023,51,2023-12-23,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2023 Week 52 ending December 30, 2023","2023/52",2023,52,2023-12-30,"Diseases of the genitourinary system","N00-N99",25
"Colorado","08","2024 Week 01 ending January 06, 2024","2024/01",2024,1,2024-01-06,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2024 Week 02 ending January 13, 2024","2024/02",2024,2,2024-01-13,"Diseases of the genitourinary system","N00-N99",21
"Colorado","08","2024 Week 03 ending January 20, 2024","2024/03",2024,3,2024-01-20,"Diseases of the genitourinary system","N00-N99",24
"Colorado","08","2024 Week 04 ending January 27, 2024","2024/04",2024,4,2024-01-27,"Diseases of the genitourinary system","N00-N99",34
"Colorado","08","2024 Week 05 ending February 03, 2024","2024/05",2024,5,2024-02-03,"Diseases of the genitourinary system","N00-N99",27
"Colorado","08","2024 Week 06 ending February 10, 2024","2024/06",2024,6,2024-02-10,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2024 Week 07 ending February 17, 2024","2024/07",2024,7,2024-02-17,"Diseases of the genitourinary system","N00-N99",26
"Colorado","08","2024 Week 08 ending February 24, 2024","2024/08",2024,8,2024-02-24,"Diseases of the genitourinary system","N00-N99",36
"Colorado","08","2024 Week 09 ending March 02, 2024","2024/09",2024,9,2024-03-02,"Diseases of the genitourinary system","N00-N99",42
"Colorado","08","2024 Week 10 ending March 09, 2024","2024/10",2024,10,2024-03-09,"Diseases of the genitourinary system","N00-N99",41
"Colorado","08","2024 Week 11 ending March 16, 2024","2024/11",2024,11,2024-03-16,"Diseases of the genitourinary system","N00-N99",32
"Colorado","08","2024 Week 12 ending March 23, 2024","2024/12",2024,12,2024-03-23,"Diseases of the genitourinary system","N00-N99",40
"Colorado","08","2024 Week 13 ending March 30, 2024","2024/13",2024,13,2024-03-30,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2024 Week 14 ending April 06, 2024","2024/14",2024,14,2024-04-06,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2024 Week 15 ending April 13, 2024","2024/15",2024,15,2024-04-13,"Diseases of the genitourinary system","N00-N99",29
"Colorado","08","2024 Week 16 ending April 20, 2024","2024/16",2024,16,2024-04-20,"Diseases of the genitourinary system","N00-N99",42
"Colorado","08","2024 Week 17 ending April 27, 2024","2024/17",2024,17,2024-04-27,"Diseases of the genitourinary system","N00-N99",22
"Colorado","08","2024 Week 18 ending May 04, 2024","2024/18",2024,18,2024-05-04,"Diseases of the genitourinary system","N00-N99",39
"Colorado","08","2024 Week 19 ending May 11, 2024","2024/19",2024,19,2024-05-11,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2024 Week 20 ending May 18, 2024","2024/20",2024,20,2024-05-18,"Diseases of the genitourinary system","N00-N99",30
"Colorado","08","2024 Week 21 ending May 25, 2024","2024/21",2024,21,2024-05-25,"Diseases of the genitourinary system","N00-N99",28
"Colorado","08","2024 Week 22 ending June 01, 2024","2024/22",2024,22,2024-06-01,"Diseases of the genitourinary system","N00-N99",26
