"state","residence_state_code","mmwr_week","mmwr_week_code","year","week","week_end_date","icd_subchapter","icd_subchapter_code","deaths","tmean_C_weekly","n_days_weather"
"Indiana","18","2025 Week 09 ending March 01, 2025 (provisional)","2025/09",2025,9,2025-03-01,"Renal failure","N17-N19",85,4.61428571428571,7
"Indiana","18","2025 Week 10 ending March 08, 2025 (provisional)","2025/10",2025,10,2025-03-08,"Renal failure","N17-N19",94,3.37142857142857,7
"Indiana","18","2025 Week 11 ending March 15, 2025 (provisional)","2025/11",2025,11,2025-03-15,"Renal failure","N17-N19",96,12.2857142857143,7
"Indiana","18","2025 Week 12 ending March 22, 2025 (provisional)","2025/12",2025,12,2025-03-22,"Renal failure","N17-N19",62,7.92857142857143,7
"Indiana","18","2025 Week 13 ending March 29, 2025 (provisional)","2025/13",2025,13,2025-03-29,"Renal failure","N17-N19",82,9.52857142857143,7
"Indiana","18","2025 Week 14 ending April 05, 2025 (provisional)","2025/14",2025,14,2025-04-05,"Renal failure","N17-N19",63,11.9428571428571,7
"Indiana","18","2025 Week 15 ending April 12, 2025 (provisional)","2025/15",2025,15,2025-04-12,"Renal failure","N17-N19",81,5.42857142857143,7
"Indiana","18","2025 Week 16 ending April 19, 2025 (provisional)","2025/16",2025,16,2025-04-19,"Renal failure","N17-N19",71,13.6,7
"Indiana","18","2025 Week 17 ending April 26, 2025 (provisional)","2025/17",2025,17,2025-04-26,"Renal failure","N17-N19",62,16.1285714285714,7
"Indiana","18","2025 Week 18 ending May 03, 2025 (provisional)","2025/18",2025,18,2025-05-03,"Renal failure","N17-N19",79,17.0857142857143,7
"Indiana","18","2025 Week 19 ending May 10, 2025 (provisional)","2025/19",2025,19,2025-05-10,"Renal failure","N17-N19",59,14.0714285714286,7
"Indiana","18","2025 Week 20 ending May 17, 2025 (provisional)","2025/20",2025,20,2025-05-17,"Renal failure","N17-N19",66,19.8714285714286,7
"Indiana","18","2025 Week 21 ending May 24, 2025 (provisional)","2025/21",2025,21,2025-05-24,"Renal failure","N17-N19",67,14.8428571428571,7
"Indiana","18","2025 Week 22 ending May 31, 2025 (provisional)","2025/22",2025,22,2025-05-31,"Renal failure","N17-N19",64,16.3285714285714,7
"Indiana","18","2025 Week 23 ending June 07, 2025 (provisional)","2025/23",2025,23,2025-06-07,"Renal failure","N17-N19",73,21.3142857142857,7
"Indiana","18","2025 Week 24 ending June 14, 2025 (provisional)","2025/24",2025,24,2025-06-14,"Renal failure","N17-N19",64,21,7
"Indiana","18","2025 Week 25 ending June 21, 2025 (provisional)","2025/25",2025,25,2025-06-21,"Renal failure","N17-N19",55,23.3285714285714,7
"Indiana","18","2025 Week 26 ending June 28, 2025 (provisional)","2025/26",2025,26,2025-06-28,"Renal failure","N17-N19",64,27.9142857142857,7
"Indiana","18","2025 Week 27 ending July 05, 2025 (provisional)","2025/27",2025,27,2025-07-05,"Renal failure","N17-N19",61,25.5428571428571,7
"Indiana","18","2025 Week 28 ending July 12, 2025 (provisional)","2025/28",2025,28,2025-07-12,"Renal failure","N17-N19",67,26.3428571428571,7
"Indiana","18","2025 Week 29 ending July 19, 2025 (provisional)","2025/29",2025,29,2025-07-19,"Renal failure","N17-N19",54,25.0285714285714,7
"Indiana","18","2025 Week 30 ending July 26, 2025 (provisional)","2025/30",2025,30,2025-07-26,"Renal failure","N17-N19",69,26.3428571428571,7
"Indiana","18","2025 Week 31 ending August 02, 2025 (provisional)","2025/31",2025,31,2025-08-02,"Renal failure","N17-N19",73,24.3142857142857,7
"Indiana","18","2025 Week 32 ending August 09, 2025 (provisional)","2025/32",2025,32,2025-08-09,"Renal failure","N17-N19",66,24.4714285714286,7
"Indiana","18","2025 Week 33 ending August 16, 2025 (provisional)","2025/33",2025,33,2025-08-16,"Renal failure","N17-N19",61,27.0428571428571,7
"Indiana","18","2025 Week 34 ending August 23, 2025 (provisional)","2025/34",2025,34,2025-08-23,"Renal failure","N17-N19",64,23.8428571428571,7
"Indiana","18","2025 Week 35 ending August 30, 2025 (provisional)","2025/35",2025,35,2025-08-30,"Renal failure","N17-N19",71,18.8142857142857,7
"Indiana","18","2025 Week 36 ending September 06, 2025 (provisional)","2025/36",2025,36,2025-09-06,"Renal failure","N17-N19",59,19.4,7
"Indiana","18","2025 Week 37 ending September 13, 2025 (provisional)","2025/37",2025,37,2025-09-13,"Renal failure","N17-N19",69,20.1142857142857,7
"Indiana","18","2025 Week 38 ending September 20, 2025 (provisional)","2025/38",2025,38,2025-09-20,"Renal failure","N17-N19",72,24.1428571428571,7
"Indiana","18","2025 Week 39 ending September 27, 2025 (provisional)","2025/39",2025,39,2025-09-27,"Renal failure","N17-N19",72,20.4714285714286,7
"Indiana","18","2025 Week 40 ending October 04, 2025 (provisional)","2025/40",2025,40,2025-10-04,"Renal failure","N17-N19",72,21.9142857142857,7
"Indiana","18","2025 Week 41 ending October 11, 2025 (provisional)","2025/41",2025,41,2025-10-11,"Renal failure","N17-N19",74,16.8,7
"Indiana","18","2025 Week 42 ending October 18, 2025 (provisional)","2025/42",2025,42,2025-10-18,"Renal failure","N17-N19",59,17.0714285714286,7
"Indiana","18","2025 Week 43 ending October 25, 2025 (provisional)","2025/43",2025,43,2025-10-25,"Renal failure","N17-N19",69,9.7,7
"Indiana","18","2025 Week 44 ending November 01, 2025 (provisional)","2025/44",2025,44,2025-11-01,"Renal failure","N17-N19",57,9.82857142857143,7
"Indiana","18","2025 Week 45 ending November 08, 2025 (provisional)","2025/45",2025,45,2025-11-08,"Renal failure","N17-N19",81,9.94285714285714,7
"Indiana","18","2025 Week 46 ending November 15, 2025 (provisional)","2025/46",2025,46,2025-11-15,"Renal failure","N17-N19",64,6.02857142857143,7
"Indiana","18","2025 Week 47 ending November 22, 2025 (provisional)","2025/47",2025,47,2025-11-22,"Renal failure","N17-N19",68,6.95714285714286,7
"Indiana","18","2025 Week 48 ending November 29, 2025 (provisional)","2025/48",2025,48,2025-11-29,"Renal failure","N17-N19",65,3.37142857142857,7
"Indiana","18","2025 Week 49 ending December 06, 2025 (provisional)","2025/49",2025,49,2025-12-06,"Renal failure","N17-N19",75,-3.8,7
"Indiana","18","2025 Week 50 ending December 13, 2025 (provisional)","2025/50",2025,50,2025-12-13,"Renal failure","N17-N19",72,-1.37142857142857,7
"Indiana","18","2025 Week 51 ending December 20, 2025 (provisional)","2025/51",2025,51,2025-12-20,"Renal failure","N17-N19",64,-3.37142857142857,7
"Indiana","18","2025 Week 52 ending December 27, 2025 (provisional)","2025/52",2025,52,2025-12-27,"Renal failure","N17-N19",61,6.94285714285714,7
"Indiana","18","2025 Week 53 ending January 03, 2026 (provisional)","2025/53",2025,53,2026-01-03,"Renal failure","N17-N19",67,-0.928571428571428,7
"Iowa","19","2018 Week 01 ending January 06, 2018","2018/01",2018,1,2018-01-06,"Renal failure","N17-N19",26,-18.7857142857143,7
"Iowa","19","2018 Week 02 ending January 13, 2018","2018/02",2018,2,2018-01-13,"Renal failure","N17-N19",28,-4.5,7
"Iowa","19","2018 Week 03 ending January 20, 2018","2018/03",2018,3,2018-01-20,"Renal failure","N17-N19",26,-7.07142857142857,7
"Iowa","19","2018 Week 04 ending January 27, 2018","2018/04",2018,4,2018-01-27,"Renal failure","N17-N19",21,2.64285714285714,7
"Iowa","19","2018 Week 05 ending February 03, 2018","2018/05",2018,5,2018-02-03,"Renal failure","N17-N19",30,-3.55714285714286,7
"Iowa","19","2018 Week 06 ending February 10, 2018","2018/06",2018,6,2018-02-10,"Renal failure","N17-N19",29,-12.7285714285714,7
"Iowa","19","2018 Week 07 ending February 17, 2018","2018/07",2018,7,2018-02-17,"Renal failure","N17-N19",27,-5.37142857142857,7
"Iowa","19","2018 Week 08 ending February 24, 2018","2018/08",2018,8,2018-02-24,"Renal failure","N17-N19",22,-1.37142857142857,7
"Iowa","19","2018 Week 09 ending March 03, 2018","2018/09",2018,9,2018-03-03,"Renal failure","N17-N19",29,4.38571428571429,7
"Iowa","19","2018 Week 10 ending March 10, 2018","2018/10",2018,10,2018-03-10,"Renal failure","N17-N19",21,1.08571428571429,7
"Iowa","19","2018 Week 11 ending March 17, 2018","2018/11",2018,11,2018-03-17,"Renal failure","N17-N19",25,2.4,7
"Iowa","19","2018 Week 12 ending March 24, 2018","2018/12",2018,12,2018-03-24,"Renal failure","N17-N19",37,3.22857142857143,7
"Iowa","19","2018 Week 13 ending March 31, 2018","2018/13",2018,13,2018-03-31,"Renal failure","N17-N19",25,3.92857142857143,7
"Iowa","19","2018 Week 14 ending April 07, 2018","2018/14",2018,14,2018-04-07,"Renal failure","N17-N19",24,-1.35714285714286,7
"Iowa","19","2018 Week 15 ending April 14, 2018","2018/15",2018,15,2018-04-14,"Renal failure","N17-N19",21,6.18571428571429,7
"Iowa","19","2018 Week 16 ending April 21, 2018","2018/16",2018,16,2018-04-21,"Renal failure","N17-N19",25,2.58571428571429,7
"Iowa","19","2018 Week 17 ending April 28, 2018","2018/17",2018,17,2018-04-28,"Renal failure","N17-N19",21,11.8714285714286,7
"Iowa","19","2018 Week 18 ending May 05, 2018","2018/18",2018,18,2018-05-05,"Renal failure","N17-N19",29,17.8714285714286,7
"Iowa","19","2018 Week 19 ending May 12, 2018","2018/19",2018,19,2018-05-12,"Renal failure","N17-N19",24,17.4714285714286,7
"Iowa","19","2018 Week 20 ending May 19, 2018","2018/20",2018,20,2018-05-19,"Renal failure","N17-N19",20,19.6428571428571,7
"Iowa","19","2018 Week 21 ending May 26, 2018","2018/21",2018,21,2018-05-26,"Renal failure","N17-N19",31,21.7428571428571,7
"Iowa","19","2018 Week 22 ending June 02, 2018","2018/22",2018,22,2018-06-02,"Renal failure","N17-N19",20,24.8,7
"Iowa","19","2018 Week 23 ending June 09, 2018","2018/23",2018,23,2018-06-09,"Renal failure","N17-N19",20,23.8714285714286,7
"Iowa","19","2018 Week 24 ending June 16, 2018","2018/24",2018,24,2018-06-16,"Renal failure","N17-N19",13,25.1428571428571,7
"Iowa","19","2018 Week 25 ending June 23, 2018","2018/25",2018,25,2018-06-23,"Renal failure","N17-N19",22,23.8142857142857,7
"Iowa","19","2018 Week 26 ending June 30, 2018","2018/26",2018,26,2018-06-30,"Renal failure","N17-N19",19,24.7428571428571,7
"Iowa","19","2018 Week 27 ending July 07, 2018","2018/27",2018,27,2018-07-07,"Renal failure","N17-N19",23,24.8142857142857,7
"Iowa","19","2018 Week 28 ending July 14, 2018","2018/28",2018,28,2018-07-14,"Renal failure","N17-N19",18,26.9428571428571,7
"Iowa","19","2018 Week 29 ending July 21, 2018","2018/29",2018,29,2018-07-21,"Renal failure","N17-N19",15,24.2714285714286,7
"Iowa","19","2018 Week 30 ending July 28, 2018","2018/30",2018,30,2018-07-28,"Renal failure","N17-N19",23,22.3,7
"Iowa","19","2018 Week 31 ending August 04, 2018","2018/31",2018,31,2018-08-04,"Renal failure","N17-N19",15,23.8714285714286,7
"Iowa","19","2018 Week 32 ending August 11, 2018","2018/32",2018,32,2018-08-11,"Renal failure","N17-N19",23,24.9571428571429,7
"Iowa","19","2018 Week 33 ending August 18, 2018","2018/33",2018,33,2018-08-18,"Renal failure","N17-N19",24,24.4,7
"Iowa","19","2018 Week 34 ending August 25, 2018","2018/34",2018,34,2018-08-25,"Renal failure","N17-N19",18,21.9,7
"Iowa","19","2018 Week 35 ending September 01, 2018","2018/35",2018,35,2018-09-01,"Renal failure","N17-N19",18,23.6142857142857,7
"Iowa","19","2018 Week 36 ending September 08, 2018","2018/36",2018,36,2018-09-08,"Renal failure","N17-N19",21,21.3714285714286,7
"Iowa","19","2018 Week 37 ending September 15, 2018","2018/37",2018,37,2018-09-15,"Renal failure","N17-N19",15,21.3428571428571,7
"Iowa","19","2018 Week 38 ending September 22, 2018","2018/38",2018,38,2018-09-22,"Renal failure","N17-N19",17,21.8285714285714,7
"Iowa","19","2018 Week 39 ending September 29, 2018","2018/39",2018,39,2018-09-29,"Renal failure","N17-N19",28,14.3,7
"Iowa","19","2018 Week 40 ending October 06, 2018","2018/40",2018,40,2018-10-06,"Renal failure","N17-N19",31,14.1857142857143,7
"Iowa","19","2018 Week 41 ending October 13, 2018","2018/41",2018,41,2018-10-13,"Renal failure","N17-N19",20,11.3,7
"Iowa","19","2018 Week 42 ending October 20, 2018","2018/42",2018,42,2018-10-20,"Renal failure","N17-N19",22,7.91428571428571,7
"Iowa","19","2018 Week 43 ending October 27, 2018","2018/43",2018,43,2018-10-27,"Renal failure","N17-N19",22,8.52857142857143,7
"Iowa","19","2018 Week 44 ending November 03, 2018","2018/44",2018,44,2018-11-03,"Renal failure","N17-N19",30,8.92857142857143,7
"Iowa","19","2018 Week 45 ending November 10, 2018","2018/45",2018,45,2018-11-10,"Renal failure","N17-N19",13,1.2,7
"Iowa","19","2018 Week 46 ending November 17, 2018","2018/46",2018,46,2018-11-17,"Renal failure","N17-N19",25,-1.3,7
"Iowa","19","2018 Week 47 ending November 24, 2018","2018/47",2018,47,2018-11-24,"Renal failure","N17-N19",19,1.17142857142857,7
"Iowa","19","2018 Week 48 ending December 01, 2018","2018/48",2018,48,2018-12-01,"Renal failure","N17-N19",20,-2.7,7
"Iowa","19","2018 Week 49 ending December 08, 2018","2018/49",2018,49,2018-12-08,"Renal failure","N17-N19",29,-3.41428571428571,7
"Iowa","19","2018 Week 50 ending December 15, 2018","2018/50",2018,50,2018-12-15,"Renal failure","N17-N19",25,-1.07142857142857,7
"Iowa","19","2018 Week 51 ending December 22, 2018","2018/51",2018,51,2018-12-22,"Renal failure","N17-N19",28,2.12857142857143,7
"Iowa","19","2018 Week 52 ending December 29, 2018","2018/52",2018,52,2018-12-29,"Renal failure","N17-N19",16,-0.714285714285714,7
"Iowa","19","2019 Week 01 ending January 05, 2019","2019/01",2019,1,2019-01-05,"Renal failure","N17-N19",27,-0.842857142857143,7
"Iowa","19","2019 Week 02 ending January 12, 2019","2019/02",2019,2,2019-01-12,"Renal failure","N17-N19",24,0.571428571428572,7
"Iowa","19","2019 Week 03 ending January 19, 2019","2019/03",2019,3,2019-01-19,"Renal failure","N17-N19",28,-5.64285714285714,7
"Iowa","19","2019 Week 04 ending January 26, 2019","2019/04",2019,4,2019-01-26,"Renal failure","N17-N19",24,-12.1285714285714,7
"Iowa","19","2019 Week 05 ending February 02, 2019","2019/05",2019,5,2019-02-02,"Renal failure","N17-N19",30,-13.8571428571429,7
"Iowa","19","2019 Week 06 ending February 09, 2019","2019/06",2019,6,2019-02-09,"Renal failure","N17-N19",21,-5.75714285714286,7
"Iowa","19","2019 Week 07 ending February 16, 2019","2019/07",2019,7,2019-02-16,"Renal failure","N17-N19",32,-8.11428571428571,7
"Iowa","19","2019 Week 08 ending February 23, 2019","2019/08",2019,8,2019-02-23,"Renal failure","N17-N19",23,-6.82857142857143,7
"Iowa","19","2019 Week 09 ending March 02, 2019","2019/09",2019,9,2019-03-02,"Renal failure","N17-N19",22,-11.7142857142857,7
"Iowa","19","2019 Week 10 ending March 09, 2019","2019/10",2019,10,2019-03-09,"Renal failure","N17-N19",27,-9.54285714285714,7
"Iowa","19","2019 Week 11 ending March 16, 2019","2019/11",2019,11,2019-03-16,"Renal failure","N17-N19",20,2.42857142857143,7
"Iowa","19","2019 Week 12 ending March 23, 2019","2019/12",2019,12,2019-03-23,"Renal failure","N17-N19",29,4.28571428571429,7
"Iowa","19","2019 Week 13 ending March 30, 2019","2019/13",2019,13,2019-03-30,"Renal failure","N17-N19",22,7.31428571428571,7
"Iowa","19","2019 Week 14 ending April 06, 2019","2019/14",2019,14,2019-04-06,"Renal failure","N17-N19",28,7.64285714285714,7
"Iowa","19","2019 Week 15 ending April 13, 2019","2019/15",2019,15,2019-04-13,"Renal failure","N17-N19",31,9.62857142857143,7
"Iowa","19","2019 Week 16 ending April 20, 2019","2019/16",2019,16,2019-04-20,"Renal failure","N17-N19",32,11.5285714285714,7
"Iowa","19","2019 Week 17 ending April 27, 2019","2019/17",2019,17,2019-04-27,"Renal failure","N17-N19",31,13.1,7
"Iowa","19","2019 Week 18 ending May 04, 2019","2019/18",2019,18,2019-05-04,"Renal failure","N17-N19",18,10.2142857142857,7
"Iowa","19","2019 Week 19 ending May 11, 2019","2019/19",2019,19,2019-05-11,"Renal failure","N17-N19",26,12.4428571428571,7
"Iowa","19","2019 Week 20 ending May 18, 2019","2019/20",2019,20,2019-05-18,"Renal failure","N17-N19",12,16.6285714285714,7
"Iowa","19","2019 Week 21 ending May 25, 2019","2019/21",2019,21,2019-05-25,"Renal failure","N17-N19",25,15.6,7
"Iowa","19","2019 Week 22 ending June 01, 2019","2019/22",2019,22,2019-06-01,"Renal failure","N17-N19",31,19.2571428571429,7
"Iowa","19","2019 Week 23 ending June 08, 2019","2019/23",2019,23,2019-06-08,"Renal failure","N17-N19",37,21.8285714285714,7
"Iowa","19","2019 Week 24 ending June 15, 2019","2019/24",2019,24,2019-06-15,"Renal failure","N17-N19",34,19.0714285714286,7
"Iowa","19","2019 Week 25 ending June 22, 2019","2019/25",2019,25,2019-06-22,"Renal failure","N17-N19",24,20.4714285714286,7
"Iowa","19","2019 Week 26 ending June 29, 2019","2019/26",2019,26,2019-06-29,"Renal failure","N17-N19",23,23.9285714285714,7
"Iowa","19","2019 Week 27 ending July 06, 2019","2019/27",2019,27,2019-07-06,"Renal failure","N17-N19",25,26.4285714285714,7
"Iowa","19","2019 Week 28 ending July 13, 2019","2019/28",2019,28,2019-07-13,"Renal failure","N17-N19",26,24.9428571428571,7
"Iowa","19","2019 Week 29 ending July 20, 2019","2019/29",2019,29,2019-07-20,"Renal failure","N17-N19",27,28.8,7
"Iowa","19","2019 Week 30 ending July 27, 2019","2019/30",2019,30,2019-07-27,"Renal failure","N17-N19",20,23.3571428571429,7
"Iowa","19","2019 Week 31 ending August 03, 2019","2019/31",2019,31,2019-08-03,"Renal failure","N17-N19",27,22.9857142857143,7
"Iowa","19","2019 Week 32 ending August 10, 2019","2019/32",2019,32,2019-08-10,"Renal failure","N17-N19",17,24.6428571428571,7
"Iowa","19","2019 Week 33 ending August 17, 2019","2019/33",2019,33,2019-08-17,"Renal failure","N17-N19",25,23.4571428571429,7
"Iowa","19","2019 Week 34 ending August 24, 2019","2019/34",2019,34,2019-08-24,"Renal failure","N17-N19",33,22.4285714285714,7
"Iowa","19","2019 Week 35 ending August 31, 2019","2019/35",2019,35,2019-08-31,"Renal failure","N17-N19",24,20.0714285714286,7
"Iowa","19","2019 Week 36 ending September 07, 2019","2019/36",2019,36,2019-09-07,"Renal failure","N17-N19",22,21.9142857142857,7
"Iowa","19","2019 Week 37 ending September 14, 2019","2019/37",2019,37,2019-09-14,"Renal failure","N17-N19",30,23.3142857142857,7
"Iowa","19","2019 Week 38 ending September 21, 2019","2019/38",2019,38,2019-09-21,"Renal failure","N17-N19",15,25.5428571428571,7
"Iowa","19","2019 Week 39 ending September 28, 2019","2019/39",2019,39,2019-09-28,"Renal failure","N17-N19",25,19.0857142857143,7
"Iowa","19","2019 Week 40 ending October 05, 2019","2019/40",2019,40,2019-10-05,"Renal failure","N17-N19",34,17.5857142857143,7
"Iowa","19","2019 Week 41 ending October 12, 2019","2019/41",2019,41,2019-10-12,"Renal failure","N17-N19",18,11.6428571428571,7
"Iowa","19","2019 Week 42 ending October 19, 2019","2019/42",2019,42,2019-10-19,"Renal failure","N17-N19",35,10,7
"Iowa","19","2019 Week 43 ending October 26, 2019","2019/43",2019,43,2019-10-26,"Renal failure","N17-N19",21,7.61428571428571,7
"Iowa","19","2019 Week 44 ending November 02, 2019","2019/44",2019,44,2019-11-02,"Renal failure","N17-N19",40,2.4,7
"Iowa","19","2019 Week 45 ending November 09, 2019","2019/45",2019,45,2019-11-09,"Renal failure","N17-N19",38,2.37142857142857,7
"Iowa","19","2019 Week 46 ending November 16, 2019","2019/46",2019,46,2019-11-16,"Renal failure","N17-N19",24,-2.62857142857143,7
"Iowa","19","2019 Week 47 ending November 23, 2019","2019/47",2019,47,2019-11-23,"Renal failure","N17-N19",36,4.1,7
"Iowa","19","2019 Week 48 ending November 30, 2019","2019/48",2019,48,2019-11-30,"Renal failure","N17-N19",23,2.62857142857143,7
"Iowa","19","2019 Week 49 ending December 07, 2019","2019/49",2019,49,2019-12-07,"Renal failure","N17-N19",25,1.45714285714286,7
"Iowa","19","2019 Week 50 ending December 14, 2019","2019/50",2019,50,2019-12-14,"Renal failure","N17-N19",28,-2.52857142857143,7
"Iowa","19","2019 Week 51 ending December 21, 2019","2019/51",2019,51,2019-12-21,"Renal failure","N17-N19",39,-2.5,7
"Iowa","19","2019 Week 52 ending December 28, 2019","2019/52",2019,52,2019-12-28,"Renal failure","N17-N19",32,4.2,7
"Iowa","19","2020 Week 01 ending January 04, 2020","2020/01",2020,1,2020-01-04,"Renal failure","N17-N19",34,0.9,7
"Iowa","19","2020 Week 02 ending January 11, 2020","2020/02",2020,2,2020-01-11,"Renal failure","N17-N19",31,-1.18571428571429,7
"Iowa","19","2020 Week 03 ending January 18, 2020","2020/03",2020,3,2020-01-18,"Renal failure","N17-N19",24,-7.21428571428571,7
"Iowa","19","2020 Week 04 ending January 25, 2020","2020/04",2020,4,2020-01-25,"Renal failure","N17-N19",34,-7.71428571428571,7
"Iowa","19","2020 Week 05 ending February 01, 2020","2020/05",2020,5,2020-02-01,"Renal failure","N17-N19",30,-2.78571428571429,7
"Iowa","19","2020 Week 06 ending February 08, 2020","2020/06",2020,6,2020-02-08,"Renal failure","N17-N19",31,-4.55714285714286,7
"Iowa","19","2020 Week 07 ending February 15, 2020","2020/07",2020,7,2020-02-15,"Renal failure","N17-N19",29,-5.8,7
"Iowa","19","2020 Week 08 ending February 22, 2020","2020/08",2020,8,2020-02-22,"Renal failure","N17-N19",32,-1.82857142857143,7
"Iowa","19","2020 Week 09 ending February 29, 2020","2020/09",2020,9,2020-02-29,"Renal failure","N17-N19",35,0.914285714285714,7
"Iowa","19","2020 Week 10 ending March 07, 2020","2020/10",2020,10,2020-03-07,"Renal failure","N17-N19",30,5.74285714285714,7
"Iowa","19","2020 Week 11 ending March 14, 2020","2020/11",2020,11,2020-03-14,"Renal failure","N17-N19",31,6.61428571428571,7
"Iowa","19","2020 Week 12 ending March 21, 2020","2020/12",2020,12,2020-03-21,"Renal failure","N17-N19",31,3.95714285714286,7
"Iowa","19","2020 Week 13 ending March 28, 2020","2020/13",2020,13,2020-03-28,"Renal failure","N17-N19",34,7.38571428571429,7
"Iowa","19","2020 Week 14 ending April 04, 2020","2020/14",2020,14,2020-04-04,"Renal failure","N17-N19",23,7.3,7
"Iowa","19","2020 Week 15 ending April 11, 2020","2020/15",2020,15,2020-04-11,"Renal failure","N17-N19",19,9.97142857142857,7
"Iowa","19","2020 Week 16 ending April 18, 2020","2020/16",2020,16,2020-04-18,"Renal failure","N17-N19",27,2.88571428571429,7
"Iowa","19","2020 Week 17 ending April 25, 2020","2020/17",2020,17,2020-04-25,"Renal failure","N17-N19",32,12.7714285714286,7
"Iowa","19","2020 Week 18 ending May 02, 2020","2020/18",2020,18,2020-05-02,"Renal failure","N17-N19",34,15.5428571428571,7
"Iowa","19","2020 Week 19 ending May 09, 2020","2020/19",2020,19,2020-05-09,"Renal failure","N17-N19",27,11.4,7
"Iowa","19","2020 Week 20 ending May 16, 2020","2020/20",2020,20,2020-05-16,"Renal failure","N17-N19",32,12.8857142857143,7
"Iowa","19","2020 Week 21 ending May 23, 2020","2020/21",2020,21,2020-05-23,"Renal failure","N17-N19",20,16.2142857142857,7
"Iowa","19","2020 Week 22 ending May 30, 2020","2020/22",2020,22,2020-05-30,"Renal failure","N17-N19",26,20.0142857142857,7
"Iowa","19","2020 Week 23 ending June 06, 2020","2020/23",2020,23,2020-06-06,"Renal failure","N17-N19",30,24.2428571428571,7
"Iowa","19","2020 Week 24 ending June 13, 2020","2020/24",2020,24,2020-06-13,"Renal failure","N17-N19",20,22.9714285714286,7
"Iowa","19","2020 Week 25 ending June 20, 2020","2020/25",2020,25,2020-06-20,"Renal failure","N17-N19",20,23.2857142857143,7
"Iowa","19","2020 Week 26 ending June 27, 2020","2020/26",2020,26,2020-06-27,"Renal failure","N17-N19",19,22.6428571428571,7
"Iowa","19","2020 Week 27 ending July 04, 2020","2020/27",2020,27,2020-07-04,"Renal failure","N17-N19",29,25.4571428571429,7
"Iowa","19","2020 Week 28 ending July 11, 2020","2020/28",2020,28,2020-07-11,"Renal failure","N17-N19",14,26.8285714285714,7
"Iowa","19","2020 Week 29 ending July 18, 2020","2020/29",2020,29,2020-07-18,"Renal failure","N17-N19",30,25.3428571428571,7
"Iowa","19","2020 Week 30 ending July 25, 2020","2020/30",2020,30,2020-07-25,"Renal failure","N17-N19",36,25.1714285714286,7
"Iowa","19","2020 Week 31 ending August 01, 2020","2020/31",2020,31,2020-08-01,"Renal failure","N17-N19",36,24.7142857142857,7
"Iowa","19","2020 Week 32 ending August 08, 2020","2020/32",2020,32,2020-08-08,"Renal failure","N17-N19",25,21.7857142857143,7
"Iowa","19","2020 Week 33 ending August 15, 2020","2020/33",2020,33,2020-08-15,"Renal failure","N17-N19",23,25.4857142857143,7
"Iowa","19","2020 Week 34 ending August 22, 2020","2020/34",2020,34,2020-08-22,"Renal failure","N17-N19",43,23.4714285714286,7
"Iowa","19","2020 Week 35 ending August 29, 2020","2020/35",2020,35,2020-08-29,"Renal failure","N17-N19",31,27.6571428571429,7
"Iowa","19","2020 Week 36 ending September 05, 2020","2020/36",2020,36,2020-09-05,"Renal failure","N17-N19",26,21.5,7
"Iowa","19","2020 Week 37 ending September 12, 2020","2020/37",2020,37,2020-09-12,"Renal failure","N17-N19",26,16.0857142857143,7
"Iowa","19","2020 Week 38 ending September 19, 2020","2020/38",2020,38,2020-09-19,"Renal failure","N17-N19",33,17.4857142857143,7
"Iowa","19","2020 Week 39 ending September 26, 2020","2020/39",2020,39,2020-09-26,"Renal failure","N17-N19",31,20.7714285714286,7
"Iowa","19","2020 Week 40 ending October 03, 2020","2020/40",2020,40,2020-10-03,"Renal failure","N17-N19",41,13.2142857142857,7
"Iowa","19","2020 Week 41 ending October 10, 2020","2020/41",2020,41,2020-10-10,"Renal failure","N17-N19",28,17.4142857142857,7
"Iowa","19","2020 Week 42 ending October 17, 2020","2020/42",2020,42,2020-10-17,"Renal failure","N17-N19",36,14.2857142857143,7
"Iowa","19","2020 Week 43 ending October 24, 2020","2020/43",2020,43,2020-10-24,"Renal failure","N17-N19",41,4.5,7
"Iowa","19","2020 Week 44 ending October 31, 2020","2020/44",2020,44,2020-10-31,"Renal failure","N17-N19",30,2.85714285714286,7
"Iowa","19","2020 Week 45 ending November 07, 2020","2020/45",2020,45,2020-11-07,"Renal failure","N17-N19",36,11.8142857142857,7
"Iowa","19","2020 Week 46 ending November 14, 2020","2020/46",2020,46,2020-11-14,"Renal failure","N17-N19",51,7.7,7
"Iowa","19","2020 Week 47 ending November 21, 2020","2020/47",2020,47,2020-11-21,"Renal failure","N17-N19",43,7,7
"Iowa","19","2020 Week 48 ending November 28, 2020","2020/48",2020,48,2020-11-28,"Renal failure","N17-N19",42,3.61428571428571,7
"Iowa","19","2020 Week 49 ending December 05, 2020","2020/49",2020,49,2020-12-05,"Renal failure","N17-N19",44,-0.342857142857143,7
"Iowa","19","2020 Week 50 ending December 12, 2020","2020/50",2020,50,2020-12-12,"Renal failure","N17-N19",49,1.91428571428571,7
"Iowa","19","2020 Week 51 ending December 19, 2020","2020/51",2020,51,2020-12-19,"Renal failure","N17-N19",35,-6.92857142857143,7
"Iowa","19","2020 Week 52 ending December 26, 2020","2020/52",2020,52,2020-12-26,"Renal failure","N17-N19",39,-1.88571428571429,7
"Iowa","19","2020 Week 53 ending January 02, 2021","2020/53",2020,53,2021-01-02,"Renal failure","N17-N19",39,-6.3,7
