"Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Alabama","01","2022 Week 13 ending April 02, 2022","2022/13","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 14 ending April 09, 2022","2022/14","Diseases of the circulatory system","I00-I99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 14 ending April 09, 2022","2022/14","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 15 ending April 16, 2022","2022/15","Diseases of the circulatory system","I00-I99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 15 ending April 16, 2022","2022/15","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 16 ending April 23, 2022","2022/16","Diseases of the circulatory system","I00-I99",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 16 ending April 23, 2022","2022/16","Diseases of the genitourinary system","N00-N99",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 17 ending April 30, 2022","2022/17","Diseases of the circulatory system","I00-I99",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 17 ending April 30, 2022","2022/17","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 18 ending May 07, 2022","2022/18","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 18 ending May 07, 2022","2022/18","Diseases of the genitourinary system","N00-N99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 19 ending May 14, 2022","2022/19","Diseases of the circulatory system","I00-I99",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 19 ending May 14, 2022","2022/19","Diseases of the genitourinary system","N00-N99",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 20 ending May 21, 2022","2022/20","Diseases of the circulatory system","I00-I99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 20 ending May 21, 2022","2022/20","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 21 ending May 28, 2022","2022/21","Diseases of the circulatory system","I00-I99",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 21 ending May 28, 2022","2022/21","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 22 ending June 04, 2022","2022/22","Diseases of the circulatory system","I00-I99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 22 ending June 04, 2022","2022/22","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 23 ending June 11, 2022","2022/23","Diseases of the circulatory system","I00-I99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 23 ending June 11, 2022","2022/23","Diseases of the genitourinary system","N00-N99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 24 ending June 18, 2022","2022/24","Diseases of the circulatory system","I00-I99",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 24 ending June 18, 2022","2022/24","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 25 ending June 25, 2022","2022/25","Diseases of the circulatory system","I00-I99",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 25 ending June 25, 2022","2022/25","Diseases of the genitourinary system","N00-N99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 26 ending July 02, 2022","2022/26","Diseases of the circulatory system","I00-I99",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 26 ending July 02, 2022","2022/26","Diseases of the genitourinary system","N00-N99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 27 ending July 09, 2022","2022/27","Diseases of the circulatory system","I00-I99",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 27 ending July 09, 2022","2022/27","Diseases of the genitourinary system","N00-N99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 28 ending July 16, 2022","2022/28","Diseases of the circulatory system","I00-I99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 28 ending July 16, 2022","2022/28","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 29 ending July 23, 2022","2022/29","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 29 ending July 23, 2022","2022/29","Diseases of the genitourinary system","N00-N99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 30 ending July 30, 2022","2022/30","Diseases of the circulatory system","I00-I99",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 30 ending July 30, 2022","2022/30","Diseases of the genitourinary system","N00-N99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 31 ending August 06, 2022","2022/31","Diseases of the circulatory system","I00-I99",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 31 ending August 06, 2022","2022/31","Diseases of the genitourinary system","N00-N99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 32 ending August 13, 2022","2022/32","Diseases of the circulatory system","I00-I99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 32 ending August 13, 2022","2022/32","Diseases of the genitourinary system","N00-N99",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 33 ending August 20, 2022","2022/33","Diseases of the circulatory system","I00-I99",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 33 ending August 20, 2022","2022/33","Diseases of the genitourinary system","N00-N99",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 34 ending August 27, 2022","2022/34","Diseases of the circulatory system","I00-I99",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 34 ending August 27, 2022","2022/34","Diseases of the genitourinary system","N00-N99",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 35 ending September 03, 2022","2022/35","Diseases of the circulatory system","I00-I99",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 35 ending September 03, 2022","2022/35","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 36 ending September 10, 2022","2022/36","Diseases of the circulatory system","I00-I99",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 36 ending September 10, 2022","2022/36","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 37 ending September 17, 2022","2022/37","Diseases of the circulatory system","I00-I99",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 37 ending September 17, 2022","2022/37","Diseases of the genitourinary system","N00-N99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 38 ending September 24, 2022","2022/38","Diseases of the circulatory system","I00-I99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 38 ending September 24, 2022","2022/38","Diseases of the genitourinary system","N00-N99",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 39 ending October 01, 2022","2022/39","Diseases of the circulatory system","I00-I99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 39 ending October 01, 2022","2022/39","Diseases of the genitourinary system","N00-N99",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 40 ending October 08, 2022","2022/40","Diseases of the circulatory system","I00-I99",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 40 ending October 08, 2022","2022/40","Diseases of the genitourinary system","N00-N99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 41 ending October 15, 2022","2022/41","Diseases of the circulatory system","I00-I99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 41 ending October 15, 2022","2022/41","Diseases of the genitourinary system","N00-N99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 42 ending October 22, 2022","2022/42","Diseases of the circulatory system","I00-I99",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 42 ending October 22, 2022","2022/42","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 43 ending October 29, 2022","2022/43","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 43 ending October 29, 2022","2022/43","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 44 ending November 05, 2022","2022/44","Diseases of the circulatory system","I00-I99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 44 ending November 05, 2022","2022/44","Diseases of the genitourinary system","N00-N99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 45 ending November 12, 2022","2022/45","Diseases of the circulatory system","I00-I99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 45 ending November 12, 2022","2022/45","Diseases of the genitourinary system","N00-N99",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 46 ending November 19, 2022","2022/46","Diseases of the circulatory system","I00-I99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 46 ending November 19, 2022","2022/46","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 47 ending November 26, 2022","2022/47","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 47 ending November 26, 2022","2022/47","Diseases of the genitourinary system","N00-N99",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 48 ending December 03, 2022","2022/48","Diseases of the circulatory system","I00-I99",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 48 ending December 03, 2022","2022/48","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 49 ending December 10, 2022","2022/49","Diseases of the circulatory system","I00-I99",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 49 ending December 10, 2022","2022/49","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 50 ending December 17, 2022","2022/50","Diseases of the circulatory system","I00-I99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 50 ending December 17, 2022","2022/50","Diseases of the genitourinary system","N00-N99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 51 ending December 24, 2022","2022/51","Diseases of the circulatory system","I00-I99",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 51 ending December 24, 2022","2022/51","Diseases of the genitourinary system","N00-N99",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 52 ending December 31, 2022","2022/52","Diseases of the circulatory system","I00-I99",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2022 Week 52 ending December 31, 2022","2022/52","Diseases of the genitourinary system","N00-N99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 01 ending January 07, 2023","2023/01","Diseases of the circulatory system","I00-I99",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 01 ending January 07, 2023","2023/01","Diseases of the genitourinary system","N00-N99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 02 ending January 14, 2023","2023/02","Diseases of the circulatory system","I00-I99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 02 ending January 14, 2023","2023/02","Diseases of the genitourinary system","N00-N99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 03 ending January 21, 2023","2023/03","Diseases of the circulatory system","I00-I99",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 03 ending January 21, 2023","2023/03","Diseases of the genitourinary system","N00-N99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 04 ending January 28, 2023","2023/04","Diseases of the circulatory system","I00-I99",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 04 ending January 28, 2023","2023/04","Diseases of the genitourinary system","N00-N99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 05 ending February 04, 2023","2023/05","Diseases of the circulatory system","I00-I99",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 05 ending February 04, 2023","2023/05","Diseases of the genitourinary system","N00-N99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 06 ending February 11, 2023","2023/06","Diseases of the circulatory system","I00-I99",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 06 ending February 11, 2023","2023/06","Diseases of the genitourinary system","N00-N99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 07 ending February 18, 2023","2023/07","Diseases of the circulatory system","I00-I99",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 07 ending February 18, 2023","2023/07","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 08 ending February 25, 2023","2023/08","Diseases of the circulatory system","I00-I99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 08 ending February 25, 2023","2023/08","Diseases of the genitourinary system","N00-N99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 09 ending March 04, 2023","2023/09","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 09 ending March 04, 2023","2023/09","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 10 ending March 11, 2023","2023/10","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 10 ending March 11, 2023","2023/10","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 11 ending March 18, 2023","2023/11","Diseases of the circulatory system","I00-I99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 11 ending March 18, 2023","2023/11","Diseases of the genitourinary system","N00-N99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 12 ending March 25, 2023","2023/12","Diseases of the circulatory system","I00-I99",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 12 ending March 25, 2023","2023/12","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 13 ending April 01, 2023","2023/13","Diseases of the circulatory system","I00-I99",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 13 ending April 01, 2023","2023/13","Diseases of the genitourinary system","N00-N99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 14 ending April 08, 2023","2023/14","Diseases of the circulatory system","I00-I99",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 14 ending April 08, 2023","2023/14","Diseases of the genitourinary system","N00-N99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 15 ending April 15, 2023","2023/15","Diseases of the circulatory system","I00-I99",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 15 ending April 15, 2023","2023/15","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 16 ending April 22, 2023","2023/16","Diseases of the circulatory system","I00-I99",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 16 ending April 22, 2023","2023/16","Diseases of the genitourinary system","N00-N99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 17 ending April 29, 2023","2023/17","Diseases of the circulatory system","I00-I99",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 17 ending April 29, 2023","2023/17","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 18 ending May 06, 2023","2023/18","Diseases of the circulatory system","I00-I99",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 18 ending May 06, 2023","2023/18","Diseases of the genitourinary system","N00-N99",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 19 ending May 13, 2023","2023/19","Diseases of the circulatory system","I00-I99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 19 ending May 13, 2023","2023/19","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 20 ending May 20, 2023","2023/20","Diseases of the circulatory system","I00-I99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 20 ending May 20, 2023","2023/20","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 21 ending May 27, 2023","2023/21","Diseases of the circulatory system","I00-I99",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 21 ending May 27, 2023","2023/21","Diseases of the genitourinary system","N00-N99",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 22 ending June 03, 2023","2023/22","Diseases of the circulatory system","I00-I99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 22 ending June 03, 2023","2023/22","Diseases of the genitourinary system","N00-N99",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 23 ending June 10, 2023","2023/23","Diseases of the circulatory system","I00-I99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 23 ending June 10, 2023","2023/23","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 24 ending June 17, 2023","2023/24","Diseases of the circulatory system","I00-I99",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 24 ending June 17, 2023","2023/24","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 25 ending June 24, 2023","2023/25","Diseases of the circulatory system","I00-I99",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 25 ending June 24, 2023","2023/25","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 26 ending July 01, 2023","2023/26","Diseases of the circulatory system","I00-I99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 26 ending July 01, 2023","2023/26","Diseases of the genitourinary system","N00-N99",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 27 ending July 08, 2023","2023/27","Diseases of the circulatory system","I00-I99",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 27 ending July 08, 2023","2023/27","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 28 ending July 15, 2023","2023/28","Diseases of the circulatory system","I00-I99",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 28 ending July 15, 2023","2023/28","Diseases of the genitourinary system","N00-N99",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 29 ending July 22, 2023","2023/29","Diseases of the circulatory system","I00-I99",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 29 ending July 22, 2023","2023/29","Diseases of the genitourinary system","N00-N99",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 30 ending July 29, 2023","2023/30","Diseases of the circulatory system","I00-I99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 30 ending July 29, 2023","2023/30","Diseases of the genitourinary system","N00-N99",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 31 ending August 05, 2023","2023/31","Diseases of the circulatory system","I00-I99",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 31 ending August 05, 2023","2023/31","Diseases of the genitourinary system","N00-N99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 32 ending August 12, 2023","2023/32","Diseases of the circulatory system","I00-I99",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 32 ending August 12, 2023","2023/32","Diseases of the genitourinary system","N00-N99",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 33 ending August 19, 2023","2023/33","Diseases of the circulatory system","I00-I99",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 33 ending August 19, 2023","2023/33","Diseases of the genitourinary system","N00-N99",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2023 Week 34 ending August 26, 2023","2023/34","Diseases of the circulatory system","I00-I99",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
